# Mean_MJD=56660.209
# RMID=077 SOURCE_TYPE=RM_TILE1
# ZFINAL=0.914
# EPOCH= 1
# PLATE=7338 MJD=56660 FIBERID=0198
# Wave[vaccum]  Flux  Flux_Err  ANDMASK  ORMASK
# [Ang]         [10^(-17) erg/cm2/s/Ang]
  3566.974  2.2492e+00  0.0000e+00    16777216    88080384
  3567.796  2.2490e+00  5.6472e+00           0    71303168
  3568.617 -1.2323e+00  0.0000e+00           0    71303168
  3569.439 -4.7129e+00  4.1670e+00           0           0
  3570.261  4.2925e-01  4.1450e+00           0           0
  3571.083 -4.9328e+00  4.0284e+00           0           0
  3571.906 -3.3026e+00  4.1594e+00           0           0
  3572.728 -2.4079e+00  4.3267e+00           0           0
  3573.551  1.3346e+00  4.1834e+00           0           0
  3574.374  3.4978e+00  4.2524e+00           0           0
  3575.197  2.0883e+00  4.0408e+00           0           0
  3576.020  5.6671e-01  3.9930e+00           0           0
  3576.844  2.3729e+00  4.0137e+00           0           0
  3577.668  1.3501e+00  4.0435e+00           0           0
  3578.491 -1.1511e+00  4.0206e+00           0           0
  3579.315 -3.0487e+00  3.8192e+00           0           0
  3580.140 -7.2972e-01  3.8369e+00           0           0
  3580.964  3.4096e+00  3.8006e+00           0           0
  3581.789 -1.1027e+00  3.9020e+00           0           0
  3582.614 -7.2396e-01  3.8729e+00           0           0
  3583.439  2.7254e+00  3.9553e+00           0           0
  3584.264 -8.1645e-01  3.5613e+00           0           0
  3585.089 -1.6775e+00  3.7507e+00           0           0
  3585.915  5.6453e+00  3.7645e+00           0           0
  3586.741 -1.9906e+00  3.6702e+00           0           0
  3587.567 -1.6893e+00  3.6884e+00           0           0
  3588.393  2.6789e+00  3.8573e+00           0           0
  3589.219  4.1111e-01  3.7322e+00           0           0
  3590.046 -1.2124e+00  3.5716e+00           0           0
  3590.872  4.0355e+00  3.5455e+00           0           0
  3591.699  1.0317e+00  3.5549e+00           0           0
  3592.526  7.9319e+00  3.7048e+00           0           0
  3593.354 -1.8177e-02  3.3399e+00           0           0
  3594.181 -5.2813e+00  3.3357e+00           0           0
  3595.009 -1.5821e+00  3.2591e+00           0           0
  3595.837  3.5817e-01  3.3124e+00           0           0
  3596.665 -1.2941e+00  3.2990e+00           0           0
  3597.493 -2.3821e+00  3.2234e+00           0           0
  3598.322 -1.5024e+00  3.3022e+00           0           0
  3599.150 -1.6665e-01  3.3135e+00           0    33554432
  3599.979  2.0545e+00  3.3621e+00           0    33554432
  3600.808  2.9925e+00  3.3372e+00           0           0
  3601.637 -2.5728e+00  3.2751e+00           0           0
  3602.467  2.9960e+00  3.3288e+00           0           0
  3603.296  1.1701e+00  3.1893e+00           0           0
  3604.126 -3.6932e+00  3.0788e+00           0           0
  3604.956 -6.4127e-01  3.2485e+00           0           0
  3605.786  7.8024e+00  3.3232e+00           0           0
  3606.617  4.7275e+00  3.1854e+00           0           0
  3607.447  6.0156e+00  3.3090e+00           0           0
  3608.278  1.6234e-01  2.9565e+00           0           0
  3609.109  1.8080e+00  3.1376e+00           0           0
  3609.940  7.6061e+00  3.2437e+00           0           0
  3610.771  5.4965e+00  3.2366e+00           0           0
  3611.603  5.5303e+00  3.1522e+00           0           0
  3612.434  1.9930e+00  2.9121e+00           0           0
  3613.266  4.9951e+00  3.0816e+00           0           0
  3614.098  2.5607e+00  2.9760e+00           0           0
  3614.931 -2.9515e+00  2.9617e+00           0           0
  3615.763 -9.4978e-01  2.9116e+00           0           0
  3616.596  1.4365e+00  3.0640e+00           0           0
  3617.429  1.5068e+00  3.0145e+00           0           0
  3618.262 -1.8024e+00  2.9829e+00           0           0
  3619.095 -1.5765e+00  2.9014e+00           0           0
  3619.928  1.6912e+00  2.9438e+00           0           0
  3620.762  2.1951e+00  2.9605e+00           0           0
  3621.596  1.5020e-01  2.8503e+00           0           0
  3622.430 -4.8603e-01  2.8231e+00           0           0
  3623.264  1.0954e+00  2.8383e+00           0           0
  3624.098  4.5727e+00  2.9182e+00           0           0
  3624.933  6.6670e+00  2.9729e+00           0           0
  3625.768  4.2867e+00  2.9234e+00           0           0
  3626.603  8.5828e-01  2.8495e+00           0           0
  3627.438  4.6342e+00  2.7956e+00           0           0
  3628.273  1.2463e+00  2.7883e+00           0           0
  3629.109 -2.3456e+00  2.5892e+00           0           0
  3629.944 -6.4500e-01  2.6663e+00           0           0
  3630.780  2.8156e+00  2.8015e+00           0           0
  3631.616  3.5460e+00  2.9506e+00           0           0
  3632.453  4.3287e+00  2.9308e+00           0           0
  3633.289  2.3094e+00  2.9132e+00           0           0
  3634.126  7.0708e-01  2.8558e+00           0           0
  3634.963  1.0750e+00  2.7228e+00           0           0
  3635.800  1.9123e+00  2.6924e+00           0           0
