# Mean_MJD=56660.209
# RMID=087 SOURCE_TYPE=RM_TILE2
# ZFINAL=3.157
# EPOCH= 1
# PLATE=7338 MJD=56660 FIBERID=0318
# Wave[vaccum]  Flux  Flux_Err  ANDMASK  ORMASK
# [Ang]         [10^(-17) erg/cm2/s/Ang]
  3566.974  4.9361e+00  0.0000e+00    16777216    88080384
  3567.796  4.9356e+00  4.6462e+00           0    71303168
  3568.617  2.9481e+00  0.0000e+00           0    71303168
  3569.439  9.6102e-01  3.0630e+00           0           0
  3570.261  1.8979e+00  3.1540e+00           0           0
  3571.083  6.2997e+00  3.1975e+00           0           0
  3571.906  5.4032e+00  3.1608e+00           0           0
  3572.728 -1.4116e+00  2.9319e+00           0           0
  3573.551 -2.4676e+00  2.8697e+00           0           0
  3574.374 -1.8484e+00  2.8976e+00           0           0
  3575.197 -1.2806e+00  2.8663e+00           0           0
  3576.020 -2.5100e+00  2.8426e+00           0           0
  3576.844 -4.5056e+00  2.9302e+00           0           0
  3577.668  4.9418e+00  3.0650e+00           0           0
  3578.491  6.3027e+00  3.0991e+00           0           0
  3579.315  9.5120e-01  3.0378e+00           0           0
  3580.140 -9.4099e-01  3.0329e+00           0           0
  3580.964 -4.4557e-01  2.9516e+00           0           0
  3581.789 -4.8015e+00  2.8256e+00           0           0
  3582.614 -5.4068e-02  2.9133e+00           0           0
  3583.439  5.9588e+00  3.1567e+00           0           0
  3584.264  5.8482e-01  2.8363e+00           0           0
  3585.089 -1.0293e+00  2.9068e+00           0           0
  3585.915  1.6367e+00  2.7895e+00           0           0
  3586.741 -5.4922e+00  2.7712e+00           0           0
  3587.567  3.6508e+00  2.8005e+00           0           0
  3588.393 -1.3358e+00  2.7560e+00           0           0
  3589.219 -5.2347e-01  2.6671e+00           0           0
  3590.046  1.5419e+00  2.6999e+00           0           0
  3590.872 -6.3595e-01  2.7431e+00           0           0
  3591.699  1.2834e+00  2.7629e+00           0           0
  3592.526  2.4883e+00  2.7169e+00           0           0
  3593.354  9.5363e-01  2.7986e+00           0           0
  3594.181 -3.6862e-01  2.6389e+00           0           0
  3595.009 -2.7306e-01  2.5045e+00           0           0
  3595.837 -9.3829e-02  2.5694e+00           0           0
  3596.665 -1.1627e-01  2.6771e+00           0           0
  3597.493  3.5694e+00  2.6732e+00           0           0
  3598.322 -1.5624e+00  2.5570e+00           0           0
  3599.150  1.8842e+00  2.5769e+00           0           0
  3599.979  6.6060e+00  2.6942e+00           0           0
  3600.808  4.2662e+00  2.5715e+00           0           0
  3601.637  2.3894e+00  2.5889e+00           0           0
  3602.467  5.3063e+00  2.7195e+00           0           0
  3603.296  3.1954e+00  2.5810e+00           0           0
  3604.126  3.6914e+00  2.5966e+00           0           0
  3604.956  2.9764e+00  2.4145e+00           0           0
  3605.786  9.9406e-01  2.4245e+00           0           0
  3606.617  3.6798e+00  2.4194e+00           0           0
  3607.447  2.6368e-01  2.2746e+00           0           0
  3608.278  2.9788e+00  2.3787e+00           0           0
  3609.109  1.7864e+00  2.3499e+00           0           0
  3609.940  3.6032e+00  2.4688e+00           0           0
  3610.771  7.5347e+00  2.4514e+00           0           0
  3611.603  2.0807e+00  2.3124e+00           0           0
  3612.434  3.5372e+00  2.3360e+00           0           0
  3613.266 -7.2007e-01  2.1362e+00           0           0
  3614.098  1.3819e+00  2.2429e+00           0           0
  3614.931  3.2002e+00  2.2304e+00           0           0
  3615.763  1.2462e+00  2.2611e+00           0           0
  3616.596  2.8618e+00  2.3295e+00           0           0
  3617.429 -1.3138e+00  2.2000e+00           0           0
  3618.262  5.2163e-01  2.3096e+00           0           0
  3619.095  2.7274e+00  2.3688e+00           0           0
  3619.928  3.4601e+00  2.3653e+00           0           0
  3620.762  2.4145e+00  2.2588e+00           0           0
  3621.596 -2.8355e-01  2.0900e+00           0           0
  3622.430  2.2313e+00  2.1163e+00           0           0
  3623.264  7.9589e-01  2.0099e+00           0           0
  3624.098  2.9425e+00  2.0688e+00           0           0
  3624.933  3.7878e+00  2.1177e+00           0           0
  3625.768  1.3854e+00  2.1008e+00           0           0
  3626.603  2.8665e+00  2.1498e+00           0           0
  3627.438  3.6634e+00  2.1753e+00           0           0
  3628.273 -1.0960e-01  2.1797e+00           0           0
  3629.109  4.4373e-01  2.0618e+00           0           0
  3629.944  4.2758e+00  2.2015e+00           0           0
  3630.780  3.2564e+00  2.1791e+00           0           0
  3631.616 -3.7495e+00  2.0913e+00           0           0
  3632.453  9.2808e-01  2.2039e+00           0           0
  3633.289  3.6389e+00  2.3290e+00           0           0
  3634.126  4.0260e+00  2.3094e+00           0           0
  3634.963  2.4671e+00  2.2553e+00           0           0
  3635.800  2.8945e+00  2.2476e+00           0           0
  3636.637  7.8074e+00  2.3555e+00           0           0
  3637.475  2.1820e+00  2.1429e+00           0           0
  3638.312  4.3910e-01  2.1827e+00           0           0
  3639.150  3.6376e+00  2.2571e+00           0           0
  3639.988  3.6907e+00  2.1574e+00           0           0
  3640.826  1.1067e+00  2.0608e+00           0           0
