# Mean_MJD=56660.209
# RMID=189 SOURCE_TYPE=RM_TILE2
# ZFINAL=1.335
# EPOCH= 1
# PLATE=7338 MJD=56660 FIBERID=0719
# Wave[vaccum]  Flux  Flux_Err  ANDMASK  ORMASK
# [Ang]         [10^(-17) erg/cm2/s/Ang]
  3566.974  1.3374e+01  0.0000e+00    88277012    88277012
  3567.796  1.3370e+01  0.0000e+00    88277012    88277012
  3568.617  1.3365e+01  0.0000e+00    88277012    88277012
  3569.439  1.3361e+01  0.0000e+00    88277012    88277012
  3570.261  1.3357e+01  0.0000e+00    88277012    88277012
  3571.083  1.3353e+01  0.0000e+00    88145940    88277012
  3571.906  1.3348e+01  0.0000e+00    88145940    88277012
  3572.728  1.3344e+01  0.0000e+00    88145940    88277012
  3573.551  1.3340e+01  0.0000e+00    88145940    88277012
  3574.374  1.3336e+01  0.0000e+00    88145940    88277012
  3575.197  1.3332e+01  0.0000e+00    88145940    88277012
  3576.020  1.3327e+01  0.0000e+00    88145940    88277012
  3576.844  1.3323e+01  0.0000e+00    88145940    88277012
  3577.668  1.3319e+01  0.0000e+00    88145940    88145940
  3578.491  1.3315e+01  0.0000e+00    88145940    88145940
  3579.315  1.3311e+01  0.0000e+00    88145940    88145940
  3580.140  1.3306e+01  0.0000e+00    88145940    88145940
  3580.964  1.3302e+01  0.0000e+00    88145940    88145940
  3581.789  1.3298e+01  0.0000e+00    88145940    88145940
  3582.614  1.3294e+01  0.0000e+00    88145940    88145940
  3583.439  1.3290e+01  0.0000e+00    88145940    88145940
  3584.264  1.3286e+01  0.0000e+00    88145940    88145940
  3585.089  1.3282e+01  0.0000e+00    88145940    88145940
  3585.915  1.3278e+01  0.0000e+00    88145940    88145940
  3586.741  1.3273e+01  0.0000e+00    88145940    88145940
  3587.567  1.3269e+01  0.0000e+00    88145940    88145940
  3588.393  1.3265e+01  0.0000e+00    88145940    88145940
  3589.219  1.3261e+01  0.0000e+00    88145940    88145940
  3590.046  1.3257e+01  0.0000e+00    88145940    88145940
  3590.872  1.3253e+01  0.0000e+00    88145940    88145940
  3591.699  1.3249e+01  0.0000e+00    88145940    88145940
  3592.526  1.3245e+01  0.0000e+00    88145940    88145940
  3593.354  1.3241e+01  0.0000e+00    88145940    88145940
  3594.181  1.3237e+01  0.0000e+00    88145940    88145940
  3595.009  1.3233e+01  0.0000e+00    88145940    88145940
  3595.837  1.3229e+01  0.0000e+00    88145940    88145940
  3596.665  1.3225e+01  0.0000e+00    88145940    88145940
  3597.493  1.3221e+01  0.0000e+00    88145940    88145940
  3598.322  1.3217e+01  0.0000e+00    88145940    88145940
  3599.150  1.3213e+01  0.0000e+00    88145940    88145940
  3599.979  1.3209e+01  0.0000e+00    88145940    88145940
  3600.808  1.3205e+01  0.0000e+00    88145940    88145940
  3601.637  1.3201e+01  0.0000e+00    88145940    88145940
  3602.467  1.3197e+01  0.0000e+00    88145940    88145940
  3603.296  1.3193e+01  0.0000e+00    88145940    88145940
  3604.126  1.3189e+01  0.0000e+00    88145940    88145940
  3604.956  1.3185e+01  0.0000e+00    88145940    88145940
  3605.786  1.3181e+01  0.0000e+00    88145940    88145940
  3606.617  1.3177e+01  0.0000e+00    88145940    88145940
  3607.447  1.3173e+01  0.0000e+00    88145940    88145940
  3608.278  1.3169e+01  0.0000e+00    88145940    88145940
  3609.109  1.3165e+01  0.0000e+00    88145940    88145940
  3609.940  1.3161e+01  0.0000e+00    88145940    88145940
  3610.771  1.3157e+01  0.0000e+00    16842772    88145940
  3611.603  1.3153e+01  0.0000e+00    16842772    88145940
  3612.434  1.3150e+01  7.8612e+00       65556       65556
  3613.266  2.2591e+00  7.5186e+00       65556       65556
  3614.098  5.1329e+00  7.2745e+00       65556       65556
  3614.931  1.3664e+01  7.4361e+00       65556       65556
  3615.763  1.1563e+01  7.4135e+00       65556       65556
  3616.596  3.2233e+00  7.0362e+00       65556       65556
  3617.429  8.1669e+00  7.1040e+00       65556       65556
  3618.262  4.8995e+00  7.2281e+00       65556       65556
  3619.095  4.0050e+00  7.0419e+00       65556       65556
  3619.928  4.4699e+00  6.8713e+00       65556       65556
  3620.762  6.1679e+00  6.6503e+00       65556       65556
  3621.596  1.2924e+01  6.7733e+00       65556       65556
  3622.430  1.1735e+01  6.6873e+00       65556       65556
  3623.264 -8.1855e+00  6.3472e+00       65556       65556
  3624.098 -5.3285e+00  6.1762e+00       65556       65556
  3624.933  6.1730e+00  6.4970e+00       65556       65556
  3625.768  7.9365e+00  6.2741e+00       65556       65556
  3626.603  6.5910e+00  6.1374e+00       65556       65556
