# Mean_MJD=56660.209
# RMID=045 SOURCE_TYPE=RM_TILE2
# ZFINAL=3.056
# EPOCH= 1
# PLATE=7338 MJD=56660 FIBERID=0777
# Wave[vaccum]  Flux  Flux_Err  ANDMASK  ORMASK
# [Ang]         [10^(-17) erg/cm2/s/Ang]
  3566.974 -6.6328e+00  0.0000e+00    88080384    88080384
  3567.796 -6.6307e+00  0.0000e+00    88080384    88080384
  3568.617 -6.6286e+00  0.0000e+00    88080384    88080384
  3569.439 -6.6265e+00  0.0000e+00    88080384    88080384
  3570.261 -6.6244e+00  0.0000e+00    88080384    88080384
  3571.083 -6.6223e+00  0.0000e+00    88080384    88080384
  3571.906 -6.6202e+00  0.0000e+00    88080384    88080384
  3572.728 -6.6181e+00  0.0000e+00    88080384    88080384
  3573.551 -6.6160e+00  0.0000e+00    88080384    88080384
  3574.374 -6.6139e+00  0.0000e+00    88080384    88080384
  3575.197 -6.6118e+00  0.0000e+00    88080384    88080384
  3576.020 -6.6098e+00  0.0000e+00    88080384    88080384
  3576.844 -6.6077e+00  0.0000e+00    88080384    88080384
  3577.668 -6.6056e+00  0.0000e+00    88080384    88080384
  3578.491 -6.6036e+00  0.0000e+00    88080384    88080384
  3579.315 -6.6015e+00  0.0000e+00    88080384    88080384
  3580.140 -6.5994e+00  0.0000e+00    88080384    88080384
  3580.964 -6.5974e+00  0.0000e+00    88080384    88080384
  3581.789 -6.5953e+00  0.0000e+00    88080384    88080384
  3582.614 -6.5933e+00  0.0000e+00    88080384    88080384
  3583.439 -6.5912e+00  0.0000e+00    88080384    88080384
  3584.264 -6.5892e+00  0.0000e+00    88080384    88080384
  3585.089 -6.5872e+00  0.0000e+00    88080384    88080384
  3585.915 -6.5851e+00  0.0000e+00    88080384    88080384
  3586.741 -6.5831e+00  0.0000e+00    88080384    88080384
  3587.567 -6.5811e+00  0.0000e+00    88080384    88080384
  3588.393 -6.5790e+00  0.0000e+00    88080384    88080384
  3589.219 -6.5770e+00  0.0000e+00    88080384    88080384
  3590.046 -6.5750e+00  0.0000e+00    88080384    88080384
  3590.872 -6.5730e+00  0.0000e+00    88080384    88080384
  3591.699 -6.5710e+00  0.0000e+00    88080384    88080384
  3592.526 -6.5690e+00  0.0000e+00    88080384    88080384
  3593.354 -6.5670e+00  0.0000e+00    88080384    88080384
  3594.181 -6.5650e+00  0.0000e+00    88080384    88080384
  3595.009 -6.5630e+00  0.0000e+00    88080384    88080384
  3595.837 -6.5610e+00  0.0000e+00    88080384    88080384
  3596.665 -6.5590e+00  0.0000e+00    88080384    88080384
  3597.493 -6.5570e+00  0.0000e+00    88080384    88080384
  3598.322 -6.5550e+00  0.0000e+00    88080384    88080384
  3599.150 -6.5530e+00  0.0000e+00    88080384    88080384
  3599.979 -6.5510e+00  0.0000e+00    88080384    88080384
  3600.808 -6.5491e+00  0.0000e+00    88080384    88080384
  3601.637 -6.5471e+00  0.0000e+00    88080384    88080384
  3602.467 -6.5451e+00  0.0000e+00    88080384    88080384
  3603.296 -6.5431e+00  0.0000e+00    88080384    88080384
  3604.126 -6.5412e+00  0.0000e+00    88080384    88080384
  3604.956 -6.5392e+00  0.0000e+00    88080384    88080384
  3605.786 -6.5373e+00  0.0000e+00    88080384    88080384
  3606.617 -6.5353e+00  0.0000e+00    88080384    88080384
  3607.447 -6.5334e+00  0.0000e+00    88080384    88080384
  3608.278 -6.5314e+00  0.0000e+00    88080384    88080384
  3609.109 -6.5295e+00  0.0000e+00    88080384    88080384
  3609.940 -6.5275e+00  0.0000e+00    88080384    88080384
  3610.771 -6.5256e+00  0.0000e+00    16777216    88080384
  3611.603 -6.5237e+00  0.0000e+00    16777216    88080384
  3612.434 -6.5217e+00  6.3422e+00           0           0
  3613.266  1.1505e+00  5.4154e+00           0           0
  3614.098  6.9581e+00  5.4437e+00           0           0
  3614.931  9.6336e+00  5.4848e+00           0           0
  3615.763  6.2099e+00  5.2380e+00           0           0
  3616.596 -3.5979e+00  4.9153e+00           0           0
  3617.429 -5.6517e-01  4.8044e+00           0           0
  3618.262  3.3860e+00  5.0132e+00           0           0
  3619.095  1.3465e+00  4.7831e+00           0           0
  3619.928 -1.0335e+00  4.7497e+00           0           0
  3620.762  2.8933e-01  4.6609e+00           0           0
  3621.596  2.0459e+00  4.7370e+00           0           0
  3622.430 -7.9383e-01  4.6849e+00           0           0
  3623.264 -3.6830e+00  4.5380e+00           0           0
  3624.098 -5.1693e-01  4.5480e+00           0           0
  3624.933  3.0271e+00  4.6096e+00           0           0
  3625.768  1.3717e+00  4.4775e+00           0           0
  3626.603 -1.2521e+00  4.4612e+00           0           0
  3627.438  5.5741e+00  4.5197e+00           0           0
  3628.273  1.8491e+00  4.4545e+00           0           0
  3629.109  1.9148e+00  4.2983e+00           0           0
  3629.944 -1.5268e+00  4.2635e+00           0           0
  3630.780 -3.5975e+00  4.1789e+00           0           0
  3631.616  5.8060e+00  4.3134e+00           0           0
  3632.453  1.8521e+00  4.2810e+00           0           0
  3633.289  3.9519e+00  4.2351e+00           0           0
  3634.126  4.8205e+00  4.2830e+00           0           0
  3634.963  2.9522e+00  4.1227e+00           0           0
  3635.800  5.4661e+00  4.2378e+00           0           0
  3636.637  1.2671e+01  4.3457e+00           0           0
  3637.475  5.1378e+00  4.2142e+00           0           0
  3638.312 -1.4302e+00  3.9623e+00           0           0
  3639.150 -2.9377e+00  3.8832e+00           0           0
  3639.988 -1.8624e+00  3.8594e+00           0           0
  3640.826  1.7251e+00  3.9170e+00           0           0
  3641.665  6.0123e+00  3.8094e+00           0           0
  3642.503  2.0501e+00  3.7864e+00           0           0
  3643.342  1.2501e+01  4.1527e+00           0           0
  3644.181  3.2045e+00  3.7401e+00           0           0
  3645.021 -3.4956e+00  3.6713e+00           0           0
  3645.860  2.1619e+00  3.7391e+00           0           0
  3646.699  6.5995e-01  3.6441e+00           0           0
  3647.539 -2.0300e+00  3.5215e+00           0           0
  3648.379 -1.7777e+00  3.5114e+00           0           0
  3649.219 -3.0732e+00  3.5076e+00           0           0
  3650.060 -3.2735e+00  3.4818e+00           0           0
  3650.900 -3.7404e-01  3.5796e+00           0           0
  3651.741  4.3660e+00  3.7685e+00           0           0
  3652.582  8.9049e+00  3.7578e+00           0           0
