# Mean_MJD=56660.209
# RMID=023 SOURCE_TYPE=RM_TILE2
# ZFINAL=2.137
# EPOCH= 1
# PLATE=7338 MJD=56660 FIBERID=0766
# Wave[vaccum]  Flux  Flux_Err  ANDMASK  ORMASK
# [Ang]         [10^(-17) erg/cm2/s/Ang]
  3566.974  7.6171e+00  0.0000e+00    88080384    88080384
  3567.796  7.6147e+00  0.0000e+00    88080384    88080384
  3568.617  7.6122e+00  0.0000e+00    88080384    88080384
  3569.439  7.6098e+00  0.0000e+00    88080384    88080384
  3570.261  7.6074e+00  0.0000e+00    88080384    88080384
  3571.083  7.6050e+00  0.0000e+00    88080384    88080384
  3571.906  7.6026e+00  0.0000e+00    88080384    88080384
  3572.728  7.6002e+00  0.0000e+00    88080384    88080384
  3573.551  7.5978e+00  0.0000e+00    88080384    88080384
  3574.374  7.5954e+00  0.0000e+00    88080384    88080384
  3575.197  7.5930e+00  0.0000e+00    88080384    88080384
  3576.020  7.5906e+00  0.0000e+00    88080384    88080384
  3576.844  7.5883e+00  0.0000e+00    88080384    88080384
  3577.668  7.5859e+00  0.0000e+00    88080384    88080384
  3578.491  7.5835e+00  0.0000e+00    88080384    88080384
  3579.315  7.5811e+00  0.0000e+00    88080384    88080384
  3580.140  7.5788e+00  0.0000e+00    88080384    88080384
  3580.964  7.5764e+00  0.0000e+00    88080384    88080384
  3581.789  7.5741e+00  0.0000e+00    88080384    88080384
  3582.614  7.5717e+00  0.0000e+00    88080384    88080384
  3583.439  7.5694e+00  0.0000e+00    88080384    88080384
  3584.264  7.5670e+00  0.0000e+00    88080384    88080384
  3585.089  7.5647e+00  0.0000e+00    88080384    88080384
  3585.915  7.5623e+00  0.0000e+00    88080384    88145920
  3586.741  7.5600e+00  0.0000e+00    88080384    88145920
  3587.567  7.5577e+00  0.0000e+00    88080384    88145920
  3588.393  7.5553e+00  0.0000e+00    88080384    88145920
  3589.219  7.5530e+00  0.0000e+00    88080384    88145920
  3590.046  7.5507e+00  0.0000e+00    88080384    88080384
  3590.872  7.5484e+00  0.0000e+00    88080384    88080384
  3591.699  7.5461e+00  0.0000e+00    88080384    88080384
  3592.526  7.5438e+00  0.0000e+00    88080384    88080384
  3593.354  7.5415e+00  0.0000e+00    88080384    88080384
  3594.181  7.5392e+00  0.0000e+00    88080384    88080384
  3595.009  7.5369e+00  0.0000e+00    88080384    88080384
  3595.837  7.5346e+00  0.0000e+00    88080384    88080384
  3596.665  7.5323e+00  0.0000e+00    88080384    88080384
  3597.493  7.5300e+00  0.0000e+00    88080384    88080384
  3598.322  7.5277e+00  0.0000e+00    88080384    88080384
  3599.150  7.5255e+00  0.0000e+00    88080384    88080384
  3599.979  7.5232e+00  0.0000e+00    88080384    88080384
  3600.808  7.5209e+00  0.0000e+00    88080384    88080384
  3601.637  7.5187e+00  0.0000e+00    88080384    88080384
  3602.467  7.5164e+00  0.0000e+00    88080384    88080384
  3603.296  7.5141e+00  0.0000e+00    88080384    88080384
  3604.126  7.5119e+00  0.0000e+00    88080384    88080384
  3604.956  7.5096e+00  0.0000e+00    88080384    88080384
  3605.786  7.5074e+00  0.0000e+00    88080384    88080384
  3606.617  7.5052e+00  0.0000e+00    88080384    88080384
  3607.447  7.5029e+00  0.0000e+00    88080384    88080384
  3608.278  7.5007e+00  0.0000e+00    88080384    88080384
  3609.109  7.4985e+00  0.0000e+00    88080384    88080384
  3609.940  7.4962e+00  0.0000e+00    88080384    88080384
  3610.771  7.4940e+00  0.0000e+00    16777216    88080384
  3611.603  7.4918e+00  0.0000e+00    16777216    88080384
  3612.434  7.4896e+00  4.4937e+00           0           0
  3613.266 -4.2017e+00  4.2390e+00           0           0
  3614.098 -3.5138e+00  3.9919e+00           0           0
  3614.931 -5.2249e-01  4.0604e+00           0           0
  3615.763  1.2622e+00  4.0335e+00           0           0
  3616.596  3.0938e+00  3.9339e+00           0           0
  3617.429 -1.8454e+00  3.7972e+00           0           0
  3618.262 -2.2362e+00  3.7908e+00           0           0
  3619.095  3.2962e+00  3.8330e+00           0           0
  3619.928 -2.1253e-01  3.7156e+00           0           0
  3620.762 -2.8369e+00  3.5607e+00           0           0
  3621.596  4.2461e+00  3.6606e+00           0           0
  3622.430  3.3759e+00  3.6335e+00           0           0
  3623.264  3.5130e+00  3.5328e+00           0           0
  3624.098  2.3902e+00  3.4819e+00           0           0
  3624.933  1.2705e+00  3.2776e+00           0           0
  3625.768  1.6778e+00  3.3975e+00           0           0
