# Mean_MJD=56660.209
# RMID=174 SOURCE_TYPE=RM_TILE2
# ZFINAL=1.161
# EPOCH= 1
# PLATE=7338 MJD=56660 FIBERID=0655
# Wave[vaccum]  Flux  Flux_Err  ANDMASK  ORMASK
# [Ang]         [10^(-17) erg/cm2/s/Ang]
  3566.974  5.3080e+00  0.0000e+00    88080384    88080384
  3567.796  5.3063e+00  0.0000e+00    88080384    88080384
  3568.617  5.3046e+00  0.0000e+00    88080384    88080384
  3569.439  5.3029e+00  0.0000e+00    88080384    88080384
  3570.261  5.3013e+00  0.0000e+00    88080384    88080384
  3571.083  5.2996e+00  0.0000e+00    88080384    88080384
  3571.906  5.2979e+00  0.0000e+00    88080384    88080384
  3572.728  5.2963e+00  0.0000e+00    88080384    88080384
  3573.551  5.2946e+00  0.0000e+00    88080384    88080384
  3574.374  5.2929e+00  0.0000e+00    88080384    88080384
  3575.197  5.2913e+00  0.0000e+00    88080384    88080384
  3576.020  5.2896e+00  0.0000e+00    88080384    88080384
  3576.844  5.2880e+00  0.0000e+00    88080384    88080384
  3577.668  5.2863e+00  0.0000e+00    88080384    88080384
  3578.491  5.2847e+00  0.0000e+00    88080384    88080384
  3579.315  5.2830e+00  0.0000e+00    88080384    88080384
  3580.140  5.2814e+00  0.0000e+00    88080384    88080384
  3580.964  5.2797e+00  0.0000e+00    88080384    88080384
  3581.789  5.2781e+00  0.0000e+00    88080384    88080384
  3582.614  5.2765e+00  0.0000e+00    88080384    88080384
  3583.439  5.2748e+00  0.0000e+00    88080384    88080384
  3584.264  5.2732e+00  0.0000e+00    88080384    88080384
  3585.089  5.2716e+00  0.0000e+00    88080384    88080384
  3585.915  5.2699e+00  0.0000e+00    88080384    88080384
  3586.741  5.2683e+00  0.0000e+00    88080384    88080384
  3587.567  5.2667e+00  0.0000e+00    88080384    88080384
  3588.393  5.2651e+00  0.0000e+00    88080384    88080384
  3589.219  5.2635e+00  0.0000e+00    88080384    88080384
  3590.046  5.2619e+00  0.0000e+00    88080384    88080384
  3590.872  5.2603e+00  0.0000e+00    88080384    88080384
  3591.699  5.2587e+00  0.0000e+00    88080384    88080384
  3592.526  5.2570e+00  0.0000e+00    88080384    88080384
  3593.354  5.2554e+00  0.0000e+00    88080384    88080384
  3594.181  5.2539e+00  0.0000e+00    88080384    88080384
  3595.009  5.2523e+00  0.0000e+00    88080384    88080384
  3595.837  5.2507e+00  0.0000e+00    88080384    88080384
  3596.665  5.2491e+00  0.0000e+00    88080384    88080384
  3597.493  5.2475e+00  0.0000e+00    88080384    88080384
  3598.322  5.2459e+00  0.0000e+00    88080384    88080384
  3599.150  5.2443e+00  0.0000e+00    88080384    88080384
  3599.979  5.2427e+00  0.0000e+00    88080384    88080384
  3600.808  5.2412e+00  0.0000e+00    88080384    88080384
  3601.637  5.2396e+00  0.0000e+00    88080384    88080384
  3602.467  5.2380e+00  0.0000e+00    88080384    88080384
  3603.296  5.2365e+00  0.0000e+00    88080384    88080384
  3604.126  5.2349e+00  0.0000e+00    88080384    88080384
  3604.956  5.2333e+00  0.0000e+00    88080384    88080384
  3605.786  5.2318e+00  0.0000e+00    88080384    88080384
  3606.617  5.2302e+00  0.0000e+00    88080384    88080384
  3607.447  5.2287e+00  0.0000e+00    88080384    88080384
  3608.278  5.2271e+00  0.0000e+00    88080384    88080384
  3609.109  5.2256e+00  0.0000e+00    88080384    88080384
  3609.940  5.2240e+00  0.0000e+00    88080384    88080384
  3610.771  5.2225e+00  0.0000e+00    16777216    88080384
  3611.603  5.2209e+00  0.0000e+00    16777216    88080384
  3612.434  5.2194e+00  4.6239e+00           0           0
  3613.266  4.5470e+00  4.4546e+00           0           0
  3614.098  1.6707e+00  4.2713e+00           0           0
  3614.931  1.9709e+00  4.1765e+00           0           0
  3615.763 -1.4258e+00  4.1460e+00           0           0
  3616.596 -4.8725e+00  4.0589e+00           0           0
  3617.429  3.0419e+00  4.1981e+00           0           0
  3618.262  3.3265e+00  4.2238e+00           0           0
  3619.095  4.2025e+00  4.0779e+00           0           0
  3619.928  7.2376e+00  4.2279e+00           0           0
  3620.762  1.1008e+01  4.2914e+00           0           0
  3621.596  9.9574e+00  4.2215e+00           0           0
  3622.430  2.5823e+00  4.0302e+00           0           0
