# Mean_MJD=56660.209
# RMID=155 SOURCE_TYPE=RM_TILE1
# ZFINAL=1.652
# EPOCH= 1
# PLATE=7338 MJD=56660 FIBERID=0601
# Wave[vaccum]  Flux  Flux_Err  ANDMASK  ORMASK
# [Ang]         [10^(-17) erg/cm2/s/Ang]
  3566.974  0.0000e+00  0.0000e+00    16777217    16777217
  3567.796  0.0000e+00  0.0000e+00    16777217    16777217
  3568.617  0.0000e+00  0.0000e+00    16777217    16777217
  3569.439  0.0000e+00  0.0000e+00    16777217    16777217
  3570.261  0.0000e+00  0.0000e+00    16777217    16777217
  3571.083  0.0000e+00  0.0000e+00    16777217    16777217
  3571.906  0.0000e+00  0.0000e+00    16777217    16777217
  3572.728  0.0000e+00  0.0000e+00    16777217    16777217
  3573.551  0.0000e+00  0.0000e+00    16777217    16777217
  3574.374  0.0000e+00  0.0000e+00    16777217    16777217
  3575.197  0.0000e+00  0.0000e+00    16777217    16777217
  3576.020  0.0000e+00  0.0000e+00    16777217    16777217
  3576.844  0.0000e+00  0.0000e+00    16777217    16777217
  3577.668  0.0000e+00  0.0000e+00    16777217    16777217
  3578.491  0.0000e+00  0.0000e+00    16777217    16777217
  3579.315  0.0000e+00  0.0000e+00    16777217    16777217
  3580.140  0.0000e+00  0.0000e+00    16777217    16777217
  3580.964  0.0000e+00  0.0000e+00    16777217    16777217
  3581.789  0.0000e+00  0.0000e+00    16777217    16777217
  3582.614  0.0000e+00  0.0000e+00    16777217    16777217
  3583.439  0.0000e+00  0.0000e+00    16777217    16777217
  3584.264  0.0000e+00  0.0000e+00    16777217    16777217
  3585.089  0.0000e+00  0.0000e+00    16777217    16777217
  3585.915  0.0000e+00  0.0000e+00    16777217    16777217
  3586.741  0.0000e+00  0.0000e+00    16777217    16777217
  3587.567  0.0000e+00  0.0000e+00    16777217    16777217
  3588.393  0.0000e+00  0.0000e+00    16777217    16777217
  3589.219  0.0000e+00  0.0000e+00    16777217    16777217
  3590.046  0.0000e+00  0.0000e+00    16777217    16777217
  3590.872  0.0000e+00  0.0000e+00    16777217    16777217
  3591.699  0.0000e+00  0.0000e+00    16777217    16777217
  3592.526  0.0000e+00  0.0000e+00    16777217    16777217
  3593.354  0.0000e+00  0.0000e+00    16777217    16777217
  3594.181  0.0000e+00  0.0000e+00    16777217    16777217
  3595.009  0.0000e+00  0.0000e+00    16777217    16777217
  3595.837  0.0000e+00  0.0000e+00    16777217    16777217
  3596.665  0.0000e+00  0.0000e+00    16777217    16777217
  3597.493  0.0000e+00  0.0000e+00    16777217    16777217
