# Mean_MJD=56660.209
# RMID=050 SOURCE_TYPE=RM_TILE1
# ZFINAL=0.526
# EPOCH= 1
# PLATE=7338 MJD=56660 FIBERID=0270
# Wave[vaccum]  Flux  Flux_Err  ANDMASK  ORMASK
# [Ang]         [10^(-17) erg/cm2/s/Ang]
  3566.974  8.5369e+00  0.0000e+00    83886080    88080384
  3567.796  8.5359e+00  0.0000e+00    16777216    88080384
  3568.617  8.5349e+00  0.0000e+00    16777216    88080384
  3569.439  8.5340e+00  4.5211e+00           0           0
  3570.261 -3.7841e+00  4.2456e+00           0           0
  3571.083 -7.1413e+00  4.2068e+00           0           0
  3571.906 -6.5884e+00  4.1055e+00           0           0
  3572.728 -3.4490e+00  4.2773e+00           0           0
  3573.551  1.5336e+00  4.3139e+00           0           0
  3574.374  2.8742e+00  4.2691e+00           0           0
  3575.197 -3.5734e-01  4.1382e+00           0           0
  3576.020  4.0963e+00  4.2319e+00           0           0
  3576.844  3.6190e+00  4.3462e+00           0           0
  3577.668  3.1281e+00  4.2955e+00           0           0
  3578.491  3.7572e+00  4.2674e+00           0           0
  3579.315 -1.0732e-01  4.2032e+00           0           0
  3580.140  2.2184e+00  4.2648e+00           0           0
  3580.964  6.0387e+00  4.2499e+00           0           0
  3581.789  4.0627e+00  4.1437e+00           0           0
  3582.614  3.6616e+00  4.1023e+00           0           0
  3583.439  8.7880e+00  4.2952e+00           0           0
  3584.264  1.1358e+01  4.2292e+00           0           0
  3585.089  2.6720e+00  3.8161e+00           0           0
  3585.915 -5.1268e+00  3.5899e+00           0           0
  3586.741 -2.8201e+00  3.7054e+00           0           0
  3587.567  1.6777e+00  3.7271e+00           0           0
  3588.393  3.2593e+00  3.7661e+00           0           0
  3589.219  3.5801e+00  3.7840e+00           0           0
  3590.046 -1.6297e+00  3.7100e+00           0           0
  3590.872 -2.6668e+00  3.7044e+00           0           0
  3591.699  5.6158e+00  3.9335e+00           0           0
  3592.526  4.9462e+00  3.8295e+00           0           0
  3593.354 -5.2705e+00  3.6421e+00           0           0
  3594.181 -5.0670e+00  3.5329e+00           0           0
  3595.009  1.9574e+00  3.6362e+00           0           0
  3595.837 -3.8578e-01  3.5348e+00           0           0
  3596.665 -1.4050e+00  3.5245e+00           0           0
  3597.493  3.8041e-01  3.6617e+00           0           0
  3598.322  2.1993e+00  3.6785e+00           0           0
  3599.150  4.6158e+00  3.7066e+00           0           0
  3599.979  9.4865e+00  3.8356e+00           0           0
  3600.808  9.1506e+00  3.7669e+00           0           0
  3601.637  3.4159e+00  3.6591e+00           0           0
