# Mean_MJD=56660.209
# RMID=167 SOURCE_TYPE=RM_TILE1
# ZFINAL=2.898
# EPOCH= 1
# PLATE=7338 MJD=56660 FIBERID=0893
# Wave[vaccum]  Flux  Flux_Err  ANDMASK  ORMASK
# [Ang]         [10^(-17) erg/cm2/s/Ang]
  3566.974 -2.6069e+00  0.0000e+00    88080384    88080384
  3567.796 -2.6060e+00  0.0000e+00    88080384    88080384
  3568.617 -2.6052e+00  0.0000e+00    88080384    88080384
  3569.439 -2.6044e+00  0.0000e+00    88080384    88080384
  3570.261 -2.6035e+00  0.0000e+00    88080384    88080384
  3571.083 -2.6027e+00  0.0000e+00    88080384    88080384
  3571.906 -2.6019e+00  0.0000e+00    88080384    88080384
  3572.728 -2.6011e+00  0.0000e+00    88080384    88080384
  3573.551 -2.6002e+00  0.0000e+00    88080384    88080384
  3574.374 -2.5994e+00  0.0000e+00    88080384    88080384
  3575.197 -2.5986e+00  0.0000e+00    88080384    88080384
  3576.020 -2.5978e+00  0.0000e+00    88080384    88080384
  3576.844 -2.5970e+00  0.0000e+00    88080384    88080384
  3577.668 -2.5962e+00  0.0000e+00    88080384    88080384
  3578.491 -2.5953e+00  0.0000e+00    88080384    88080384
  3579.315 -2.5945e+00  0.0000e+00    88080384    88080384
  3580.140 -2.5937e+00  0.0000e+00    88080384    88080384
  3580.964 -2.5929e+00  0.0000e+00    88080384    88080384
  3581.789 -2.5921e+00  0.0000e+00    88080384    88080384
  3582.614 -2.5913e+00  0.0000e+00    88080384    88080384
  3583.439 -2.5905e+00  0.0000e+00    88080384    88080384
  3584.264 -2.5897e+00  0.0000e+00    88080384    88080384
  3585.089 -2.5889e+00  0.0000e+00    88080384    88080384
  3585.915 -2.5881e+00  0.0000e+00    88080384    88080384
  3586.741 -2.5873e+00  0.0000e+00    88080384    88080384
  3587.567 -2.5865e+00  0.0000e+00    88080384    88080384
  3588.393 -2.5857e+00  0.0000e+00    88080384    88080384
  3589.219 -2.5849e+00  0.0000e+00    88080384    88080384
  3590.046 -2.5841e+00  0.0000e+00    88080384    88080384
  3590.872 -2.5833e+00  0.0000e+00    88080384    88080384
  3591.699 -2.5825e+00  0.0000e+00    88080384    88080384
  3592.526 -2.5817e+00  0.0000e+00    88080384    88080384
  3593.354 -2.5809e+00  0.0000e+00    88080384    88080384
  3594.181 -2.5802e+00  0.0000e+00    88080384    88080384
  3595.009 -2.5794e+00  0.0000e+00    88080384    88080384
  3595.837 -2.5786e+00  0.0000e+00    88080384    88080384
