# Mean_MJD=56660.209
# RMID=081 SOURCE_TYPE=RM_TILE2
# ZFINAL=1.584
# EPOCH= 1
# PLATE=7338 MJD=56660 FIBERID=0238
# Wave[vaccum]  Flux  Flux_Err  ANDMASK  ORMASK
# [Ang]         [10^(-17) erg/cm2/s/Ang]
  3566.974 -2.6089e+00  6.3823e+00           0    71303168
  3567.796 -7.3965e+00  6.3699e+00           0    71303168
  4317.178  5.6018e+00  5.8798e-01           0           0
  4318.172  5.4095e+00  5.6815e-01           0           0
  4319.167  4.6530e+00  5.7827e-01           0           0
  4320.161  5.3754e+00  6.0212e-01           0           0
  4321.156  5.5410e+00  6.1103e-01           0           0
  4322.151  4.7022e+00  5.7770e-01           0           0
  4323.147  4.3762e+00  5.5260e-01           0           0
  4324.142  5.0176e+00  5.3902e-01           0           0
  4325.138  4.7980e+00  5.2629e-01           0           0
  4326.134  5.1999e+00  5.2995e-01           0           0
  4327.130  4.4853e+00  5.3166e-01           0           0
  4328.127  4.0905e+00  5.4138e-01           0           0
  4329.124  4.9810e+00  5.4164e-01           0           0
  4330.120  5.8002e+00  5.5063e-01           0           0
  4331.118  4.5133e+00  5.3736e-01           0           0
  4332.115  4.5826e+00  5.4414e-01           0           0
  4333.113  5.8164e+00  5.7089e-01           0           0
  4334.110  5.5176e+00  5.6729e-01           0           0
  4335.109  4.5456e+00  5.3022e-01           0           0
  4336.107  4.5652e+00  5.2185e-01           0           0
  4337.105  4.3368e+00  5.1484e-01           0           0
  4338.104  3.9111e+00  5.2222e-01           0           0
  4339.103  5.6333e+00  5.4563e-01           0           0
  4340.102  4.8737e+00  5.4814e-01           0           0
  4341.102  3.9724e+00  5.1719e-01           0           0
  4342.102  5.8159e+00  5.4827e-01           0           0
  4343.101  5.6739e+00  5.3476e-01           0           0
  4344.102  4.4018e+00  5.3116e-01           0           0
  4345.102  4.1882e+00  5.3731e-01           0           0
  4346.103  4.4961e+00  5.5384e-01           0           0
  4347.103  4.2741e+00  5.3529e-01           0           0
  4348.105  3.9035e+00  5.2127e-01           0           0
  4349.106  4.6655e+00  5.2946e-01           0           0
  4350.107  3.9727e+00  5.3349e-01           0           0
  4351.109  4.1181e+00  5.2199e-01           0           0
  4352.111  5.1317e+00  5.2617e-01           0           0
  4353.113  4.8845e+00  5.1852e-01           0           0
  4354.116  3.8417e+00  5.1841e-01           0           0
  4355.118  5.4781e+00  5.2324e-01           0           0
  4356.121  3.8902e+00  4.9342e-01           0           0
  4357.125  5.1956e+00  5.6511e-01           0     8388608
  4358.128  4.0434e+00  6.7574e-01           0     8388608
  4359.132  2.4030e+00  8.0461e-01           0     8388608
  4360.135  4.0296e+00  8.4036e-01           0     8388608
  4361.139  4.6747e+00  7.2106e-01           0     8388608
  4362.144  4.9769e+00  6.2641e-01           0     8388608
  4363.148  4.4556e+00  5.8466e-01           0           0
  4364.153  4.3806e+00  5.6239e-01           0           0
  4365.158  4.8366e+00  5.4187e-01           0           0
  4366.163  4.7856e+00  5.3878e-01           0           0
  4367.169  4.0191e+00  5.2930e-01           0           0
  4368.174  4.7078e+00  5.3813e-01           0           0
  4369.180  4.0788e+00  5.2271e-01           0           0
  4370.187  4.7738e+00  5.4625e-01           0           0
  4371.193  5.0756e+00  5.1803e-01           0           0
  4372.200  3.5671e+00  5.0273e-01           0           0
  4373.206  4.2169e+00  5.1805e-01           0           0
  4374.213  4.0043e+00  5.2693e-01           0           0
  4375.221  4.4796e+00  5.3918e-01           0           0
  4376.228  4.1116e+00  5.4193e-01           0           0
  4377.236  4.2612e+00  5.5774e-01           0           0
  4378.244  5.2537e+00  5.5350e-01           0           0
  4379.252  3.6724e+00  5.1828e-01           0           0
  4380.261  4.4756e+00  5.1058e-01           0           0
  4381.270  4.5863e+00  5.0146e-01           0           0
  4382.279  4.4168e+00  5.0930e-01           0           0
  4383.288  4.5359e+00  5.1727e-01           0           0
  4384.297  4.6080e+00  5.3254e-01           0           0
  4385.307  4.4590e+00  5.1807e-01           0           0
  4386.317  5.0358e+00  5.3303e-01           0           0
  4387.327  4.6670e+00  5.3686e-01           0           0
  4388.337  4.5294e+00  5.2998e-01           0           0
  4389.348  5.3626e+00  5.3653e-01           0       65536
  4390.358  5.3789e+00  5.3229e-01           0       65536
  4391.369  2.6128e+00  5.8259e-01           0    33619968
  4392.381  3.5908e+00  5.6545e-01           0    33619968
  4393.392  3.8384e+00  4.9381e-01           0           0
  4394.404  4.0875e+00  4.9370e-01           0           0
  4395.416  4.2996e+00  5.2926e-01           0      851968
  4396.428  4.2518e+00  5.5413e-01           0      851968
  4397.441  5.1684e+00  5.7793e-01           0      851968
  4398.453  4.0404e+00  5.4909e-01           0      851968
  4399.466  4.7590e+00  5.4516e-01           0      851968
  4400.479  5.2287e+00  5.2529e-01           0           0
  4401.493  4.7798e+00  5.2115e-01           0           0
  4402.506  4.5254e+00  5.2143e-01           0           0
  4403.520  4.5516e+00  5.3365e-01           0           0
  4404.534  4.4377e+00  5.2620e-01           0           0
  4405.548  5.0310e+00  5.3375e-01           0           0
  4406.563  4.6417e+00  5.1844e-01           0           0
  4407.578  3.6384e+00  5.0915e-01           0           0
  4408.593  3.8206e+00  5.1844e-01           0           0
  4409.608  5.1182e+00  5.4319e-01           0           0
  4410.623  4.1727e+00  5.3809e-01           0           0
  4411.639  4.0934e+00  5.1924e-01           0           0
  4412.655  5.0716e+00  5.1184e-01           0           0
  4413.671  5.1392e+00  5.3063e-01           0           0
  4414.688  4.1246e+00  5.2042e-01           0           0
  4415.704  4.6378e+00  5.2442e-01           0           0
  4416.721  4.0303e+00  5.3346e-01           0           0
  4417.738  4.4526e+00  5.4204e-01           0           0
  4418.756  4.6002e+00  5.1751e-01           0           0
  4419.773  4.3422e+00  5.0929e-01           0           0
  4420.791  4.6298e+00  5.5438e-01           0           0
  4421.809  5.0607e+00  5.8197e-01           0           0
  4422.827  4.0352e+00  5.5895e-01           0           0
  4423.846  5.1913e+00  5.5701e-01           0           0
  4424.865  5.3752e+00  5.6494e-01           0           0
  4425.883  4.2446e+00  5.3640e-01           0           0
  4426.903  4.4982e+00  5.4026e-01           0           0
  4427.922  6.2833e+00  5.4567e-01           0           0
  4428.942  3.6248e+00  5.0402e-01           0           0
  4429.962  4.4850e+00  5.2129e-01           0    33554432
  4430.982  5.5706e+00  5.8881e-01           0    33554432
  4432.002  5.2701e+00  5.4743e-01           0           0
  4433.023  4.9259e+00  5.3719e-01           0           0
  4434.044  4.6410e+00  5.3013e-01           0           0
  4435.065  4.7183e+00  5.1862e-01           0           0
  4436.086  4.9676e+00  5.0696e-01           0           0
  4437.108  4.5263e+00  5.1083e-01           0           0
  4438.130  4.2636e+00  5.1426e-01           0           0
  4439.152  4.5109e+00  5.2206e-01           0           0
  4440.174  3.7568e+00  5.1146e-01           0           0
  4441.196  4.8862e+00  5.4124e-01           0           0
  4442.219  5.4484e+00  5.6438e-01           0           0
  4443.242  5.1461e+00  5.4683e-01           0           0
  4444.265  4.9018e+00  5.1327e-01           0           0
  4445.289  4.7630e+00  5.1359e-01           0           0
  4446.312  3.9703e+00  5.2193e-01           0           0
  4447.336  5.3491e+00  5.3539e-01           0           0
  4448.361  5.0290e+00  5.2204e-01           0           0
  4449.385  4.4385e+00  5.4062e-01           0      851968
  4450.410  4.4150e+00  5.4212e-01           0      851968
  4451.434  4.6090e+00  5.7066e-01           0      851968
  4452.459  5.0245e+00  5.9707e-01           0      851968
  4453.485  4.4464e+00  5.2281e-01           0           0
  4454.510  4.9684e+00  5.1193e-01           0           0
  4455.536  4.7145e+00  4.9937e-01           0           0
  4456.562  4.3182e+00  5.0067e-01           0           0
  4457.589  4.8491e+00  5.0077e-01           0           0
  4458.615  4.6508e+00  4.9641e-01           0           0
  4459.642  5.3170e+00  4.9892e-01           0           0
  4460.669  3.2659e+00  4.7742e-01           0           0
  4461.696  4.7592e+00  4.9456e-01           0           0
  4462.723  6.2462e+00  5.1872e-01           0           0
  4463.751  3.8800e+00  5.0415e-01           0           0
  4464.779  5.0819e+00  5.2918e-01           0           0
  4465.807  4.6346e+00  5.1264e-01           0           0
  4466.836  4.2762e+00  4.7575e-01           0           0
  4467.864  4.0794e+00  4.7092e-01           0           0
  4468.893  4.3028e+00  4.8024e-01           0           0
  4469.922  4.8210e+00  4.9515e-01           0           0
  4470.952  4.5410e+00  5.0127e-01           0           0
  4471.981  5.2177e+00  5.0427e-01           0           0
  4473.011  4.9541e+00  4.9926e-01           0           0
  4474.041  4.7528e+00  5.0233e-01           0           0
  4475.071  4.6232e+00  5.0413e-01           0           0
  4476.102  4.2762e+00  4.9823e-01           0           0
  4477.133  4.5787e+00  5.0182e-01           0           0
  4478.164  4.1174e+00  4.9435e-01           0           0
  4479.195  4.5739e+00  4.9321e-01           0           0
  4480.227  5.1671e+00  4.9524e-01           0           0
  4481.258  4.9647e+00  4.9017e-01           0           0
  4482.290  4.1256e+00  4.6841e-01           0           0
  4483.322  3.6844e+00  4.6996e-01           0           0
  4484.355  3.8351e+00  4.8323e-01           0           0
  4485.388  4.1675e+00  4.8287e-01           0           0
  4486.420  4.1762e+00  4.9231e-01           0           0
  4487.454  3.9742e+00  4.8570e-01           0           0
  4488.487  4.0635e+00  4.9689e-01           0           0
  4489.521  4.5329e+00  5.0022e-01           0           0
  4490.555  4.3110e+00  4.9165e-01           0           0
  4491.589  3.9989e+00  4.8563e-01           0           0
  4492.623  4.7176e+00  4.9597e-01           0           0
  4493.658  5.0881e+00  4.9638e-01           0           0
  4494.692  4.2073e+00  4.8310e-01           0           0
  4495.727  4.2632e+00  4.8417e-01           0           0
  4496.763  4.2945e+00  4.8576e-01           0           0
  4497.798  4.3520e+00  4.7868e-01           0           0
  4498.834  4.6456e+00  4.8111e-01           0           0
  4499.870  4.6223e+00  4.8951e-01           0           0
  4500.906  4.3830e+00  5.0043e-01           0           0
  4501.943  5.0379e+00  4.9255e-01           0           0
  4502.980  4.1378e+00  4.8273e-01           0           0
  4504.017  4.0524e+00  4.8295e-01           0           0
  4505.054  4.7779e+00  4.8314e-01           0           0
  4506.091  4.9283e+00  4.8019e-01           0           0
  4507.129  4.2739e+00  4.9280e-01           0           0
  4508.167  4.6576e+00  5.1979e-01           0           0
  4509.205  5.5788e+00  5.2047e-01           0           0
  4510.243  4.9007e+00  4.9984e-01           0           0
  4511.282  4.1519e+00  5.0022e-01           0           0
  4512.321  4.1553e+00  5.0098e-01           0           0
  4513.360  4.5897e+00  4.8775e-01           0           0
  4514.399  5.1139e+00  4.9549e-01           0           0
  4515.439  4.7311e+00  4.8412e-01           0           0
  4516.479  4.6823e+00  4.9027e-01           0           0
  4517.519  5.3431e+00  5.0234e-01           0           0
  4518.559  5.1368e+00  4.9894e-01           0           0
  4519.600  4.0125e+00  4.6492e-01           0           0
  4520.641  4.9446e+00  4.7862e-01           0           0
  4521.682  4.9444e+00  4.9428e-01           0           0
  4522.723  4.3369e+00  4.9477e-01           0           0
  4523.764  4.8992e+00  4.9955e-01           0           0
  4524.806  5.0832e+00  4.9434e-01           0           0
  4525.848  3.9193e+00  4.6501e-01           0           0
  4526.890  4.5420e+00  4.6359e-01           0           0
  4527.933  5.0341e+00  4.7162e-01           0           0
  4528.976  4.6969e+00  4.8282e-01           0           0
  4530.019  4.9772e+00  4.8704e-01           0           0
  4531.062  4.9412e+00  4.9359e-01           0           0
  4532.105  4.1004e+00  4.6443e-01           0           0
  4533.149  4.8409e+00  4.7184e-01           0           0
  4534.193  4.1463e+00  4.6115e-01           0           0
  4535.237  4.5138e+00  4.6962e-01           0           0
  4536.281  4.9835e+00  4.9494e-01           0           0
  4537.326  5.1857e+00  4.8511e-01           0           0
  4538.371  5.2873e+00  5.1333e-01           0           0
  4539.416  4.5822e+00  4.9301e-01           0           0
  4540.461  4.0996e+00  4.8518e-01           0           0
  4541.507  4.9696e+00  4.8152e-01           0           0
  4542.553  5.1592e+00  4.8457e-01           0           0
  4543.599  4.4740e+00  4.9214e-01           0           0
  4544.645  4.3742e+00  5.0962e-01           0           0
  4545.692  5.0674e+00  5.0755e-01           0           0
  4546.738  4.3112e+00  4.9060e-01           0           0
  4547.786  4.7857e+00  4.8429e-01           0           0
  4548.833  4.9694e+00  4.8773e-01           0           0
  4549.880  4.5583e+00  4.8240e-01           0           0
  4550.928  4.3580e+00  4.6684e-01           0           0
  4551.976  4.0397e+00  4.6664e-01           0           0
  4553.024  4.0365e+00  4.9726e-01           0           0
  4554.073  4.2008e+00  4.8457e-01           0           0
  4555.122  3.9403e+00  4.5361e-01           0           0
  4556.171  3.3102e+00  4.6027e-01           0           0
  4557.220  3.2863e+00  4.6064e-01           0           0
  4558.269  4.6444e+00  4.7478e-01           0           0
  4559.319  4.8943e+00  4.7736e-01           0           0
  4560.369  3.9039e+00  4.8294e-01           0           0
  4561.419  3.7855e+00  4.7129e-01           0           0
  4562.470  4.7889e+00  4.9061e-01           0           0
  4563.520  5.1613e+00  4.8170e-01           0           0
  4564.571  4.0417e+00  4.7560e-01           0           0
  4565.622  5.3954e+00  4.9405e-01           0           0
  4566.674  5.0287e+00  4.7911e-01           0           0
  4567.725  4.2754e+00  4.7267e-01           0           0
  4568.777  4.0248e+00  4.6295e-01           0           0
  4569.829  4.0264e+00  4.6909e-01           0           0
  4570.882  4.6344e+00  4.8049e-01           0           0
  4571.934  4.7228e+00  4.8843e-01           0           0
  4572.987  4.0104e+00  4.7176e-01           0           0
  4574.040  3.7267e+00  4.6418e-01           0           0
  4575.094  4.1296e+00  4.7957e-01           0           0
  4576.147  4.3463e+00  4.7987e-01           0           0
  4577.201  3.9047e+00  4.6334e-01           0           0
  4578.255  4.6406e+00  4.6539e-01           0           0
  4579.309  4.5084e+00  4.7347e-01           0           0
  4580.364  4.2335e+00  4.6046e-01           0           0
  4581.419  4.4091e+00  4.6848e-01           0           0
  4582.474  4.7045e+00  4.5503e-01           0           0
  4583.529  4.5237e+00  4.4331e-01           0           0
  4584.584  3.4571e+00  4.2969e-01           0           0
  4585.640  3.5341e+00  4.3884e-01           0           0
  4586.696  3.6408e+00  4.3646e-01           0           0
  4587.752  3.9846e+00  4.4385e-01           0           0
  4588.809  4.8427e+00  4.5869e-01           0           0
  4589.866  4.6126e+00  4.7108e-01           0           0
  4590.923  5.1260e+00  4.8561e-01           0           0
  4591.980  4.1724e+00  4.7033e-01           0           0
  4593.037  4.0474e+00  4.4743e-01           0           0
  4594.095  4.4582e+00  4.3636e-01           0           0
  4595.153  4.1439e+00  4.4108e-01           0           0
  4596.211  4.5573e+00  4.6242e-01           0           0
  4597.270  4.4051e+00  4.6039e-01           0           0
  4598.328  4.5822e+00  5.2011e-01           0    33554432
  4599.387  5.1953e+00  5.2714e-01           0    33554432
  4600.446  4.7662e+00  4.5613e-01           0           0
  4601.506  3.4358e+00  4.2859e-01           0           0
  4602.565  4.4333e+00  4.5399e-01           0           0
  4603.625  5.4027e+00  4.9832e-01           0           0
  4604.686  4.6745e+00  4.7533e-01           0           0
  4605.746  4.6977e+00  4.6275e-01           0           0
  4606.807  4.7001e+00  4.5527e-01           0           0
  4607.867  3.7221e+00  4.4252e-01           0           0
  4608.929  4.5219e+00  4.4718e-01           0           0
  4609.990  4.1506e+00  4.4687e-01           0           0
  4611.052  3.6250e+00  4.4485e-01           0           0
  4612.113  4.3929e+00  4.5513e-01           0           0
  4613.175  4.7176e+00  4.6306e-01           0           0
  4614.238  3.7866e+00  4.5578e-01           0           0
  4615.300  4.7128e+00  4.6177e-01           0           0
  4616.363  4.2839e+00  4.5513e-01           0           0
  4617.426  4.2551e+00  4.6117e-01           0           0
  4618.490  4.1945e+00  4.5812e-01           0           0
  4619.553  3.9407e+00  4.5245e-01           0           0
  4620.617  3.9538e+00  4.4441e-01           0           0
  4621.681  4.1367e+00  4.3132e-01           0           0
  4622.745  3.8530e+00  4.4234e-01           0           0
  4623.810  4.6291e+00  4.6581e-01           0           0
  4624.875  4.3716e+00  4.7446e-01           0           0
  4625.940  3.7161e+00  4.4056e-01           0           0
  4627.005  4.2083e+00  4.4135e-01           0           0
  4628.071  4.2978e+00  4.5387e-01           0           0
  4629.136  3.8438e+00  4.3280e-01           0           0
  4630.202  4.4998e+00  4.3312e-01           0           0
  4631.269  4.0942e+00  4.3234e-01           0           0
  4632.335  3.7561e+00  4.3334e-01           0           0
  4633.402  4.7026e+00  4.4498e-01           0           0
  4634.469  4.0867e+00  4.3235e-01           0           0
  4635.536  4.8229e+00  4.4219e-01           0           0
  4636.604  3.8186e+00  4.4088e-01           0           0
  4637.671  3.4940e+00  4.4186e-01           0           0
  4638.739  4.0816e+00  4.4644e-01           0           0
  4639.808  3.9130e+00  4.4221e-01           0           0
  4640.876  3.4120e+00  4.2842e-01           0           0
  4641.945  3.6668e+00  4.2906e-01           0           0
  4643.014  4.0130e+00  4.4158e-01           0           0
  4644.083  4.3785e+00  4.4087e-01           0           0
  4645.152  4.4938e+00  4.2781e-01           0           0
  4646.222  4.4254e+00  4.3730e-01           0           0
  4647.292  4.7984e+00  4.3117e-01           0           0
  4648.362  4.0749e+00  4.2311e-01           0           0
  4649.433  4.5152e+00  4.3399e-01           0           0
  4650.504  3.8815e+00  4.3523e-01           0           0
  4651.574  3.4856e+00  4.3834e-01           0           0
  4652.646  4.5315e+00  4.5145e-01           0           0
  4653.717  3.4569e+00  4.2970e-01           0           0
  4654.789  4.3123e+00  4.3000e-01           0           0
  4655.861  4.3106e+00  4.4671e-01           0           0
  4656.933  4.2090e+00  4.7663e-01           0           0
  4658.005  4.4680e+00  4.6292e-01           0           0
  4659.078  4.2131e+00  4.4156e-01           0           0
  4660.151  2.9912e+00  4.3699e-01           0           0
  4661.224  2.7732e+00  4.4037e-01           0           0
  4662.297  3.6941e+00  4.5399e-01           0           0
  4663.371  3.8351e+00  4.4371e-01           0           0
  4664.445  3.6146e+00  4.5397e-01           0           0
  4665.519  3.9298e+00  4.3513e-01           0           0
  4666.594  3.4711e+00  4.2467e-01           0           0
  4667.668  3.5438e+00  4.3407e-01           0           0
  4668.743  4.1482e+00  4.4366e-01           0           0
  4669.818  3.9890e+00  4.4337e-01           0           0
  4670.894  3.8915e+00  4.4958e-01           0           0
  4671.969  4.6420e+00  4.7050e-01           0           0
  4673.045  4.4101e+00  4.7151e-01           0           0
  4674.121  4.0562e+00  4.5462e-01           0           0
  4675.198  3.8933e+00  4.4715e-01           0           0
  4676.274  3.9637e+00  4.3426e-01           0           0
  4677.351  4.3797e+00  4.4067e-01           0           0
  4678.428  4.5142e+00  4.5610e-01           0           0
  4679.506  3.3816e+00  4.3398e-01           0       65536
  4680.583  4.0343e+00  4.4773e-01           0       65536
  4681.661  3.7606e+00  4.3744e-01           0       65536
  4682.739  3.7476e+00  4.3005e-01           0       65536
  4683.818  3.9276e+00  4.2483e-01           0       65536
  4684.896  3.6329e+00  4.3114e-01           0           0
  4685.975  4.0010e+00  4.3589e-01           0           0
  4687.054  3.7813e+00  4.5768e-01           0           0
  4688.134  4.7011e+00  4.7863e-01           0           0
  4689.213  4.1691e+00  4.4779e-01           0           0
  4690.293  3.5763e+00  4.3869e-01           0           0
  4691.373  4.2624e+00  4.4813e-01           0           0
  4692.453  2.6949e+00  4.3602e-01           0           0
  4693.534  4.1559e+00  4.3929e-01           0           0
  4694.615  3.6084e+00  4.4456e-01           0           0
  4695.696  3.1628e+00  4.3047e-01           0           0
  4696.777  3.9233e+00  4.3002e-01           0           0
  4697.859  4.5371e+00  4.3694e-01           0           0
  4698.941  4.4359e+00  4.4292e-01           0           0
  4700.023  4.6292e+00  4.4328e-01           0           0
  4701.105  4.2578e+00  4.2652e-01           0           0
  4702.188  4.4334e+00  4.3058e-01           0           0
  4703.271  4.3949e+00  4.1789e-01           0           0
  4704.354  3.7075e+00  4.0515e-01           0           0
  4705.437  4.7437e+00  4.2628e-01           0           0
  4706.521  5.1218e+00  4.4228e-01           0           0
  4707.605  3.8013e+00  4.3717e-01           0           0
  4708.689  3.4581e+00  4.3093e-01           0           0
  4709.773  3.9605e+00  4.2670e-01           0           0
  4710.858  4.0078e+00  4.1664e-01           0           0
  4711.942  4.6457e+00  4.2164e-01           0           0
  4713.028  4.4374e+00  4.3124e-01           0           0
  4714.113  4.5082e+00  4.4856e-01           0           0
  4715.198  4.5198e+00  4.3389e-01           0           0
  4716.284  4.1607e+00  4.2866e-01           0           0
  4717.370  3.8019e+00  4.2383e-01           0           0
  4718.457  3.9318e+00  4.2494e-01           0           0
  4719.543  3.7819e+00  4.2618e-01           0           0
  4720.630  4.0449e+00  4.4132e-01           0           0
  4721.717  4.0016e+00  4.4078e-01           0           0
  4722.805  3.8397e+00  4.4034e-01           0           0
  4723.892  4.0905e+00  4.5653e-01           0           0
  4724.980  4.2573e+00  4.5226e-01           0           0
  4726.068  4.6743e+00  4.5653e-01           0           0
  4727.156  4.1699e+00  4.6271e-01           0           0
  4728.245  4.0038e+00  4.3660e-01           0           0
  4729.334  4.2551e+00  4.2814e-01           0           0
  4730.423  4.0390e+00  4.1874e-01           0           0
  4731.512  3.6071e+00  4.2599e-01           0           0
  4732.602  3.9197e+00  4.3676e-01           0           0
  4733.692  3.9488e+00  4.3998e-01           0           0
  4734.782  4.3400e+00  4.2572e-01           0           0
  4735.872  4.4004e+00  4.4646e-01           0           0
  4736.963  3.7492e+00  4.2840e-01           0           0
  4738.054  4.2348e+00  4.4049e-01           0           0
  4739.145  3.9185e+00  4.3398e-01           0           0
  4740.236  3.3669e+00  4.2984e-01           0           0
  4741.328  3.9375e+00  4.2473e-01           0           0
  4742.420  4.5918e+00  4.6701e-01           0           0
  4743.512  4.1862e+00  4.4816e-01           0           0
  4744.604  4.0915e+00  4.3618e-01           0           0
  4745.697  3.0831e+00  4.3430e-01           0           0
  4746.790  3.6265e+00  4.3332e-01           0           0
  4747.883  3.9345e+00  4.1998e-01           0           0
  4748.976  3.4991e+00  4.1487e-01           0           0
  4750.070  3.7377e+00  4.1550e-01           0           0
  4751.164  4.9279e+00  4.2948e-01           0           0
  4752.258  4.0076e+00  4.2925e-01           0           0
  4753.352  3.6821e+00  4.2537e-01           0           0
  4754.447  4.1585e+00  4.2785e-01           0           0
  4755.542  4.4182e+00  4.2901e-01           0           0
  4756.637  4.2619e+00  4.1516e-01           0           0
  4757.732  4.7217e+00  4.2502e-01           0           0
  4758.828  4.6680e+00  4.4558e-01           0           0
  4759.924  4.1576e+00  4.1383e-01           0           0
  4761.020  4.2228e+00  4.0731e-01           0           0
  4762.116  4.3149e+00  4.1154e-01           0           0
  4763.213  3.8075e+00  4.0859e-01           0           0
  4764.310  3.9911e+00  4.0990e-01           0           0
  4765.407  4.2618e+00  4.2374e-01           0           0
  4766.504  3.6491e+00  4.3056e-01           0           0
  4767.602  4.4062e+00  4.2260e-01           0           0
  4768.700  4.9301e+00  4.2306e-01           0           0
  4769.798  3.6293e+00  4.1619e-01           0           0
  4770.896  4.1570e+00  4.1811e-01           0           0
  4771.995  4.1946e+00  4.1817e-01           0           0
  4773.094  3.9906e+00  4.0913e-01           0           0
  4774.193  4.4415e+00  4.2107e-01           0           0
  4775.292  4.7396e+00  4.3359e-01           0           0
  4776.392  4.2707e+00  4.3648e-01           0           0
  4777.492  4.4177e+00  4.1816e-01           0           0
  4778.592  3.5630e+00  4.5501e-01           0    33554432
  4779.693  3.6447e+00  4.5169e-01           0    33554432
  4780.793  3.9918e+00  4.1244e-01           0           0
  4781.894  4.1014e+00  4.2411e-01           0    33554432
  4782.996  4.3835e+00  4.3610e-01           0    33554432
  4784.097  4.9867e+00  4.1420e-01           0           0
  4785.199  4.6880e+00  4.0686e-01           0           0
  4786.301  4.2022e+00  4.0509e-01           0           0
  4787.403  3.9112e+00  4.1727e-01           0           0
  4788.505  3.6945e+00  4.0194e-01           0           0
  4789.608  3.8876e+00  4.1775e-01           0           0
  4790.711  5.0142e+00  4.3683e-01           0           0
  4791.814  3.8667e+00  4.2618e-01           0           0
  4792.918  4.3608e+00  4.1772e-01           0           0
  4794.021  4.3041e+00  3.9943e-01           0           0
  4795.125  4.4441e+00  4.1524e-01           0           0
  4796.230  5.5867e+00  4.3547e-01           0           0
  4797.334  3.9048e+00  4.1027e-01           0           0
  4798.439  5.0110e+00  4.2118e-01           0           0
  4799.544  5.4052e+00  4.3954e-01           0           0
  4800.649  4.5757e+00  4.2626e-01           0           0
  4801.755  4.3781e+00  4.1243e-01           0           0
  4802.861  5.0053e+00  4.2724e-01           0           0
  4803.967  3.8355e+00  4.2507e-01           0           0
  4805.073  4.6159e+00  4.2840e-01           0           0
  4806.179  4.2379e+00  4.0777e-01           0           0
  4807.286  3.5060e+00  3.9815e-01           0           0
  4808.393  3.6870e+00  4.0786e-01           0           0
  4809.501  4.3703e+00  4.2051e-01           0           0
  4810.608  4.2152e+00  4.1312e-01           0           0
  4811.716  4.5285e+00  4.1298e-01           0           0
  4812.824  4.0192e+00  4.0035e-01           0           0
  4813.932  4.1114e+00  4.2567e-01           0           0
  4815.041  4.7009e+00  4.4637e-01           0    33554432
  4816.150  4.6398e+00  4.5634e-01           0    33554432
  4817.259  4.4077e+00  4.2657e-01           0           0
  4818.368  4.6217e+00  4.1855e-01           0           0
  4819.478  4.2280e+00  4.0663e-01           0           0
  4820.588  4.3125e+00  4.2154e-01           0           0
  4821.698  4.6039e+00  4.3198e-01           0           0
  4822.808  4.4342e+00  4.3150e-01           0           0
  4823.919  4.8130e+00  4.2357e-01           0           0
  4825.030  4.6831e+00  4.1019e-01           0           0
  4826.141  4.4075e+00  4.3016e-01           0           0
  4827.252  4.3854e+00  4.2196e-01           0           0
  4828.364  4.6938e+00  4.2589e-01           0           0
  4829.476  4.8140e+00  4.3844e-01           0           0
  4830.588  4.1838e+00  4.3763e-01           0           0
  4831.700  4.7745e+00  4.2066e-01           0           0
  4832.813  4.2541e+00  4.1366e-01           0           0
  4833.926  4.0715e+00  4.2390e-01           0           0
  4835.039  4.5012e+00  4.1027e-01           0           0
  4836.152  4.4813e+00  4.1392e-01           0           0
  4837.266  4.2166e+00  4.2444e-01           0           0
  4838.380  4.3895e+00  4.1808e-01           0           0
  4839.494  4.6614e+00  4.1113e-01           0           0
  4840.609  4.4195e+00  4.2686e-01           0           0
  4841.723  4.4671e+00  4.3058e-01           0           0
  4842.838  4.9538e+00  4.3476e-01           0           0
  4843.954  3.9693e+00  4.2230e-01           0           0
  4845.069  4.3746e+00  4.1242e-01           0           0
  4846.185  4.2281e+00  4.2243e-01           0           0
  4847.301  4.4907e+00  4.2151e-01           0           0
  4848.417  4.6286e+00  4.2451e-01           0           0
  4849.534  3.8465e+00  3.9692e-01           0           0
  4850.650  3.9055e+00  3.9017e-01           0           0
  4851.767  3.7180e+00  3.7982e-01           0           0
  4852.885  4.1368e+00  4.1223e-01           0           0
  4854.002  4.3244e+00  4.2614e-01           0           0
  4855.120  4.2156e+00  4.1728e-01           0           0
  4856.238  4.3236e+00  3.9994e-01           0           0
  4857.356  4.3855e+00  3.9882e-01           0           0
  4858.475  4.6326e+00  3.9036e-01           0           0
  4859.594  4.8424e+00  4.0478e-01           0           0
  4860.713  4.4201e+00  4.0221e-01           0           0
  4861.832  4.3309e+00  4.2143e-01           0           0
  4862.952  4.9396e+00  4.3249e-01           0           0
  4864.072  4.3309e+00  4.1735e-01           0           0
  4865.192  5.2590e+00  4.1736e-01           0           0
  4866.312  4.6641e+00  4.0522e-01           0           0
  4867.433  4.3110e+00  4.0416e-01           0           0
  4868.554  4.6893e+00  4.1298e-01           0           0
  4869.675  4.7238e+00  4.0869e-01           0           0
  4870.796  4.6317e+00  4.0732e-01           0           0
  4871.918  4.1290e+00  3.9475e-01           0           0
  4873.040  5.2058e+00  4.2777e-01           0           0
  4874.162  5.5443e+00  4.3670e-01           0           0
