# Mean_MJD=56660.209
# RMID=022 SOURCE_TYPE=RM_TILE2
# ZFINAL=1.164
# EPOCH= 1
# PLATE=7338 MJD=56660 FIBERID=0765
# Wave[vaccum]  Flux  Flux_Err  ANDMASK  ORMASK
# [Ang]         [10^(-17) erg/cm2/s/Ang]
  3566.974  9.7735e+00  0.0000e+00    88080384    88080384
  3567.796  9.7703e+00  0.0000e+00    88080384    88080384
  3568.617  9.7672e+00  0.0000e+00    88080384    88080384
  3569.439  9.7641e+00  0.0000e+00    88080384    88080384
  3570.261  9.7610e+00  0.0000e+00    88080384    88080384
  3571.083  9.7580e+00  0.0000e+00    88080384    88080384
  3571.906  9.7549e+00  0.0000e+00    88080384    88080384
  3572.728  9.7518e+00  0.0000e+00    88080384    88080384
  3573.551  9.7487e+00  0.0000e+00    88080384    88080384
  3574.374  9.7456e+00  0.0000e+00    88080384    88080384
  3575.197  9.7426e+00  0.0000e+00    88080384    88080384
  3576.020  9.7395e+00  0.0000e+00    88080384    88080384
  3576.844  9.7365e+00  0.0000e+00    88080384    88080384
  3577.668  9.7334e+00  0.0000e+00    88080384    88080384
  3578.491  9.7304e+00  0.0000e+00    88080384    88080384
  3579.315  9.7273e+00  0.0000e+00    88080384    88080384
  3580.140  9.7243e+00  0.0000e+00    88080384    88080384
  3580.964  9.7213e+00  0.0000e+00    88080384    88080384
  3581.789  9.7183e+00  0.0000e+00    88080384    88080384
  3582.614  9.7152e+00  0.0000e+00    88080384    88080384
  3583.439  9.7122e+00  0.0000e+00    88080384    88080384
  3584.264  9.7092e+00  0.0000e+00    88080384    88080384
  3585.089  9.7062e+00  0.0000e+00    88080384    88080384
  3585.915  9.7032e+00  0.0000e+00    88080384    88145920
  3586.741  9.7002e+00  0.0000e+00    88080384    88145920
  3587.567  9.6972e+00  0.0000e+00    88080384    88145920
  3588.393  9.6942e+00  0.0000e+00    88080384    88145920
  3589.219  9.6913e+00  0.0000e+00    88080384    88145920
  3590.046  9.6883e+00  0.0000e+00    88080384    88080384
  3590.872  9.6853e+00  0.0000e+00    88080384    88080384
  3591.699  9.6824e+00  0.0000e+00    88080384    88080384
  3592.526  9.6794e+00  0.0000e+00    88080384    88080384
  3593.354  9.6764e+00  0.0000e+00    88080384    88080384
  3594.181  9.6735e+00  0.0000e+00    88080384    88080384
  3595.009  9.6706e+00  0.0000e+00    88080384    88080384
  3595.837  9.6676e+00  0.0000e+00    88080384    88080384
  3596.665  9.6647e+00  0.0000e+00    88080384    88080384
  3597.493  9.6618e+00  0.0000e+00    88080384    88080384
  3598.322  9.6588e+00  0.0000e+00    88080384    88080384
  3599.150  9.6559e+00  0.0000e+00    88080384    88080384
  3599.979  9.6530e+00  0.0000e+00    88080384    88080384
  3600.808  9.6501e+00  0.0000e+00    88080384    88080384
  3601.637  9.6472e+00  0.0000e+00    88080384    88080384
  3602.467  9.6443e+00  0.0000e+00    88080384    88080384
  3603.296  9.6414e+00  0.0000e+00    88080384    88080384
  3604.126  9.6385e+00  0.0000e+00    88080384    88080384
