# Mean_MJD=56660.209
# RMID=129 SOURCE_TYPE=RM_TILE2
# ZFINAL=1.515
# EPOCH= 1
# PLATE=7338 MJD=56660 FIBERID=0191
# Wave[vaccum]  Flux  Flux_Err  ANDMASK  ORMASK
# [Ang]         [10^(-17) erg/cm2/s/Ang]
  3566.974  1.0165e+01  0.0000e+00    16777216    88080384
  3567.796  1.0164e+01  5.0188e+00           0    71303168
  3568.617  2.3176e+00  0.0000e+00           0    71303168
  3569.439 -5.5265e+00  3.9651e+00           0           0
  3570.261  6.3181e+00  4.0234e+00           0           0
  3571.083 -6.5926e-01  3.8742e+00           0           0
  3571.906  2.8545e+00  3.8661e+00           0           0
  3572.728  2.7207e+00  3.8647e+00           0           0
  3573.551 -3.9247e+00  3.6664e+00           0           0
  3574.374  1.2014e+00  3.7562e+00           0           0
  3575.197  1.4423e+01  3.9884e+00           0           0
  3576.020  7.7911e+00  3.8283e+00           0           0
  3576.844  3.7045e+00  3.7430e+00           0           0
  3577.668  5.4388e+00  3.7410e+00           0           0
  3578.491  2.0252e+00  3.7358e+00           0           0
  3579.315  1.6542e+00  3.7671e+00           0           0
  3580.140  6.5533e+00  3.8613e+00           0           0
  3580.964  2.1453e+00  3.7660e+00           0           0
  3581.789 -4.1671e+00  3.5528e+00           0           0
  3582.614  2.3958e+00  3.6914e+00           0           0
  3583.439  4.1393e+00  3.6263e+00           0           0
  3584.264  5.3930e+00  3.6438e+00           0           0
  3585.089  6.4317e+00  3.5598e+00           0           0
  3585.915 -4.3655e+00  3.3546e+00           0           0
  3586.741  1.0649e+00  4.0625e+00           0    33554432
  3587.567  5.9021e+00  4.1297e+00           0    33554432
  3588.393 -5.1872e-01  3.9880e+00           0           0
  3589.219  2.2803e+00  3.4649e+00           0           0
  3590.046  1.2939e+01  3.5760e+00           0           0
  3590.872  1.3939e+00  3.3675e+00           0           0
  3591.699 -1.1620e+00  3.1462e+00           0           0
  3592.526 -2.9270e-01  3.1161e+00           0           0
  3593.354 -8.3243e-01  3.1576e+00           0           0
  3594.181 -1.8511e+00  3.0996e+00           0           0
  3595.009 -7.1056e-01  3.1889e+00           0           0
  3595.837  2.4981e+00  3.2759e+00           0           0
  3596.665  2.9449e+00  3.2863e+00           0           0
  3597.493  6.4124e-01  3.0540e+00           0           0
  3598.322  9.7901e-01  3.1747e+00           0           0
  3599.150 -1.8553e+00  3.1182e+00           0           0
  3599.979 -1.2052e+00  3.2575e+00           0           0
  3600.808  1.4087e+01  3.4890e+00           0           0
  3601.637  3.7354e-02  3.1957e+00           0           0
  3602.467  3.4145e+00  3.1669e+00           0           0
  3603.296  2.3040e+00  3.0511e+00           0           0
  3604.126 -1.1589e+00  2.9250e+00           0           0
  3604.956  2.4895e+00  3.0188e+00           0       65536
  3605.786  4.7891e+00  3.1541e+00           0      851968
  3606.617  7.7400e+00  3.2486e+00           0      851968
  3607.447  1.7541e+00  2.9268e+00           0      851968
  3608.278 -2.0823e+00  2.8370e+00           0      851968
  3609.109 -9.4379e-01  2.8178e+00           0      851968
  3609.940  1.6452e+00  2.7167e+00           0           0
  3610.771  2.1916e+00  2.6970e+00           0           0
  3611.603 -3.7209e+00  2.6314e+00           0           0
  3612.434  1.3734e+00  2.6749e+00           0           0
  3613.266  2.6826e+00  2.7914e+00           0           0
  3614.098  2.3467e+00  2.8179e+00           0           0
  3614.931  5.6050e+00  2.9798e+00           0           0
  3615.763  5.2786e+00  3.0142e+00           0           0
  3616.596  2.7142e+00  2.9788e+00           0           0
  3617.429  4.3256e+00  3.1844e+00           0      851968
  3618.262  3.1121e+00  2.9529e+00           0      851968
  3619.095 -1.1073e+00  2.8134e+00           0      851968
  3619.928 -1.6764e+00  2.7378e+00           0      851968
  3620.762  4.2082e+00  2.7742e+00           0           0
  3621.596  3.8601e+00  2.7391e+00           0           0
  3622.430  5.0750e+00  2.7569e+00           0           0
  3623.264  4.4144e+00  2.6721e+00           0           0
  3624.098  2.1790e+00  2.6609e+00           0           0
  3624.933  1.4397e+00  2.6051e+00           0           0
  3625.768  2.3719e+00  2.5785e+00           0           0
  3626.603  1.5610e+00  2.5643e+00           0           0
  3627.438  9.9805e-01  2.6191e+00           0           0
  3628.273  2.7073e+00  2.6503e+00           0           0
  3629.109  4.1187e+00  2.6880e+00           0           0
  3629.944  2.7256e+00  2.6504e+00           0           0
  3630.780 -4.9362e-01  2.6386e+00           0           0
  3631.616 -3.5957e+00  2.5290e+00           0           0
  3632.453  2.9841e+00  2.7514e+00           0           0
  3633.289  3.3228e+00  2.6424e+00           0           0
  3634.126  1.4258e+00  2.6251e+00           0           0
  3634.963  4.6712e+00  2.6443e+00           0           0
