# Mean_MJD=56660.209
# RMID=072 SOURCE_TYPE=RM_TILE2
# ZFINAL=1.963
# EPOCH= 1
# PLATE=7338 MJD=56660 FIBERID=0192
# Wave[vaccum]  Flux  Flux_Err  ANDMASK  ORMASK
# [Ang]         [10^(-17) erg/cm2/s/Ang]
  3566.974 -9.1460e-01  0.0000e+00    16777216    88080384
  3567.796 -9.1449e-01  6.0731e+00           0    71303168
  5757.050  2.1679e+00  3.3093e-01           0    71434240
  5758.375  2.1923e+00  3.2839e-01           0    71434240
  5759.701  1.7714e+00  3.2176e-01           0    71434240
  5761.028  1.7943e+00  3.2896e-01           0    71434240
  5762.355  1.7121e+00  3.2023e-01           0    71499776
  5763.682  1.5320e+00  3.2531e-01           0    71499776
  5765.009  1.3421e+00  3.1350e-01           0    71499776
  5766.336  1.2119e+00  3.2063e-01           0    71499776
  5767.664  1.6695e+00  3.4731e-01           0    72286208
  5768.993  1.9110e+00  3.4634e-01           0    72286208
  5770.321  2.2083e+00  3.8505e-01           0    80674816
  5771.650  1.9565e+00  4.0861e-01           0    80674816
  5772.979  1.7625e+00  3.7151e-01           0    80674816
  5774.308  2.5765e+00  3.6480e-01           0    72286208
  5775.638  2.2011e+00  3.3815e-01           0    71499776
  5776.968  1.8624e+00  3.3351e-01           0    71499776
  5778.299  1.8439e+00  3.1769e-01           0    71434240
  5779.629  2.0789e+00  3.3094e-01           0    71434240
  5780.960  2.0893e+00  3.3179e-01           0    71434240
  5782.291  1.7417e+00  3.2542e-01           0    71434240
  5783.623  2.2701e+00  3.2977e-01           0    71434240
  5784.955  2.0062e+00  3.2058e-01           0    71434240
  5786.287  1.5208e+00  3.2168e-01           0    71434240
  5787.620  1.3362e+00  3.2359e-01           0    71434240
  5788.952  1.6563e+00  3.3878e-01           0    71434240
  5790.285  2.1470e+00  3.6113e-01           0    71434240
  5791.619  1.7075e+00  3.8994e-01           0    71434240
  5792.953  1.4228e+00  3.6751e-01           0    71434240
  5794.287  1.5477e+00  3.5765e-01           0    71434240
  5795.621  1.5239e+00  3.4352e-01           0    71434240
  5796.956  1.4388e+00  3.4067e-01           0    71434240
  5798.291  1.7512e+00  3.2531e-01           0    71434240
  5799.626  1.5451e+00  3.5813e-01           0    72286208
  5800.961  9.8647e-01  3.4736e-01           0    72286208
  5802.297  1.1491e+00  3.9094e-01           0    72286208
  5803.633  1.4468e+00  3.8565e-01           0   206503936
  5804.970  1.5223e+00  3.4396e-01           0   201457664
  5806.307  1.5682e+00  3.3797e-01           0   235012096
  5807.644  9.5632e-01  3.4097e-01           0   235012096
  5808.981  1.9138e+00  3.2449e-01           0   201457664
  5810.319  1.9151e+00  3.3709e-01           0   201457664
  5811.657  1.3630e+00  3.3903e-01           0   201457664
  5812.995  1.2114e+00  3.1113e-01           0   201457664
  5814.334  1.3567e+00  3.2308e-01           0   201457664
  5815.673  1.8805e+00  3.2505e-01           0   201457664
  5817.012  1.8881e+00  3.4340e-01           0   201457664
  5818.352  1.7559e+00  3.4994e-01           0   201457664
  5819.692  1.8186e+00  3.3965e-01           0   201457664
  5821.032  1.7934e+00  3.3652e-01           0   201457664
  5822.372  1.3541e+00  3.3584e-01           0   201457664
  5823.713  1.3179e+00  4.0296e-01           0   100794368
  5825.054  1.7538e+00  3.9739e-01           0   100794368
  5826.396  1.5287e+00  3.5496e-01           0      131072
  5827.737  1.3901e+00  3.2696e-01           0      131072
  5829.079  1.6747e+00  3.3948e-01           0      131072
  5830.422  1.5946e+00  3.5344e-01           0      131072
  5831.764  1.2522e+00  3.5467e-01           0      131072
  5833.107  1.2749e+00  3.4123e-01           0      131072
  5834.451  1.2923e+00  3.3801e-01           0      131072
  5835.794  1.3188e+00  3.2675e-01           0      131072
  5837.138  1.5667e+00  3.4468e-01           0      131072
  5838.482  1.8895e+00  3.5182e-01           0      131072
  5839.827  1.6249e+00  3.4432e-01           0      131072
  5841.172  1.5589e+00  3.5970e-01           0      131072
  5842.517  1.7595e+00  3.5159e-01           0      131072
  5843.862  1.4283e+00  3.4231e-01           0      131072
  5845.208  1.1159e+00  3.6167e-01           0           0
  5846.554  1.8250e+00  3.5807e-01           0    33554432
  5847.901  1.5701e+00  3.4473e-01           0    33554432
  5849.247  1.5652e+00  3.5284e-01           0           0
  5850.594  1.7171e+00  3.6616e-01           0           0
  5851.942  1.7925e+00  3.5381e-01           0           0
  5853.289  1.6045e+00  3.5887e-01           0           0
  5854.637  1.3114e+00  3.5941e-01           0           0
  5855.985  1.6687e+00  3.7278e-01           0           0
  5857.334  1.2679e+00  3.5376e-01           0    33554432
  5858.683  1.7770e+00  3.4967e-01           0    33554432
  5860.032  1.7915e+00  3.6234e-01           0           0
  5861.381  1.2984e+00  3.5166e-01           0       65536
  5862.731  1.9258e+00  3.6139e-01           0       65536
  5864.081  1.5650e+00  3.8043e-01           0       65536
  5865.432  1.7514e+00  3.8098e-01           0       65536
  5866.782  1.5647e+00  4.0231e-01           0     8454144
  5868.133  1.2903e+00  4.4721e-01           0     8454144
  5869.485  1.4027e+00  4.5778e-01           0     8454144
  5870.836  1.5450e+00  4.1902e-01           0       65536
  5872.188  1.1407e+00  3.8343e-01           0       65536
  5873.541  1.3176e+00  3.7429e-01           0       65536
  5874.893  1.9589e+00  3.9100e-01           0       65536
  5876.246  1.8970e+00  4.0519e-01           0       65536
  5877.599  1.5130e+00  3.6434e-01           0       65536
  5878.953  1.9572e+00  3.6125e-01           0       65536
  5880.307  1.4344e+00  3.6901e-01           0    33554432
  5881.661  1.0975e+00  3.5927e-01           0    33554432
  5883.015  1.9122e+00  3.4526e-01           0           0
  5884.370  2.2092e+00  3.7007e-01           0           0
  5885.725  1.5562e+00  3.3328e-01           0           0
  5887.081  1.6044e+00  3.6765e-01           0     8388608
  5888.436  2.2307e+00  4.5048e-01           0     8388608
  5889.792  1.0707e+00  6.2221e-01           0     8388608
  5891.149 -6.7140e-01  9.4359e-01           0     8454144
  5892.505 -3.8598e-01  9.3694e-01           0     8454144
  5893.862  1.5353e+00  7.5404e-01           0     9240576
  5895.219  2.0199e+00  6.0717e-01           0     9240576
  5896.577  1.1686e+00  6.6809e-01           0     9240576
  5897.935  2.1381e+00  7.7791e-01           0     9240576
  5899.293  1.2506e+00  6.4284e-01           0     9240576
  5900.652  8.8560e-01  4.5441e-01           0     8454144
  5902.010  1.6585e+00  3.6876e-01           0       65536
  5903.370  8.4028e-01  3.4922e-01           0       65536
  5904.729  1.1689e+00  3.6104e-01           0       65536
  5906.089  1.9337e+00  3.7347e-01           0    33619968
  5907.449  1.5522e+00  3.9795e-01           0    33619968
  5908.809  1.3207e+00  3.7654e-01           0           0
  5910.170  1.5517e+00  3.6056e-01           0           0
  5911.531  1.1855e+00  3.5873e-01           0       65536
  5912.892  1.6972e+00  3.6430e-01           0      851968
  5914.254  1.0176e+00  3.6436e-01           0      851968
  5915.616  1.2866e+00  3.9891e-01           0      851968
  5916.978  1.2249e+00  4.4507e-01           0      851968
  5918.341  8.8884e-01  4.3664e-01           0    34406400
  5919.704  1.9358e+00  4.1357e-01           0    34406400
  5921.067  1.4668e+00  3.7195e-01           0      851968
  5922.431  1.6459e+00  3.7534e-01           0      851968
  5923.794  1.7131e+00  3.8350e-01           0       65536
  5925.159  1.6360e+00  3.9794e-01           0       65536
  5926.523  1.6568e+00  4.1150e-01           0       65536
  5927.888  1.6405e+00  4.1293e-01           0           0
  5929.253  1.5619e+00  3.9191e-01           0           0
  5930.618  1.6725e+00  3.7519e-01           0           0
  5931.984  1.7462e+00  3.9743e-01           0     8388608
  5933.350  1.2952e+00  4.3118e-01           0     8388608
  5934.716  6.7232e-01  4.4493e-01           0     8388608
  5936.083  7.1793e-01  4.2574e-01           0     8388608
  5937.450  8.7401e-01  3.7695e-01           0           0
  5938.817  1.0206e+00  3.7589e-01           0           0
  5940.185  1.3374e+00  3.7298e-01           0           0
  5941.553  8.9546e-01  3.7838e-01           0    33554432
  5942.921  4.1160e-01  3.7546e-01           0    33554432
  5944.290  1.3333e+00  3.6869e-01           0           0
  5945.659  1.2132e+00  3.8166e-01           0           0
  5947.028  1.9054e+00  4.0696e-01           0           0
  5948.397  1.3887e+00  4.0103e-01           0           0
  5949.767  1.2793e+00  3.9231e-01           0           0
  5951.137  1.7732e+00  4.0109e-01           0           0
  5952.508  1.0758e+00  4.0441e-01           0    33554432
  5953.879  1.7001e+00  4.4168e-01           0    33554432
  5955.250  1.6760e+00  4.5702e-01           0           0
  5956.621  1.7238e+00  4.2685e-01           0           0
  5957.993  1.6056e+00  3.9080e-01           0           0
  5959.365  1.2569e+00  3.9062e-01           0           0
  5960.737  1.2902e+00  3.7463e-01           0           0
  5962.110  1.4027e+00  3.6628e-01           0           0
  5963.483  1.3129e+00  3.6384e-01           0           0
  5964.856  1.1025e+00  3.6605e-01           0           0
  5966.230  1.2467e+00  3.8348e-01           0           0
  5967.604  1.4300e+00  3.6801e-01           0           0
  5968.978  1.0364e+00  3.5940e-01           0           0
  5970.353  1.1940e+00  3.8547e-01           0    33554432
  5971.727  1.1987e+00  3.9624e-01           0    33554432
  5973.103  1.3424e+00  3.8778e-01           0    33554432
  5974.478  1.2720e+00  3.6155e-01           0    33554432
  5975.854  1.1837e+00  3.7365e-01           0           0
  5977.230  1.6953e+00  3.9466e-01           0    33554432
  5978.607  1.7699e+00  4.2492e-01           0    33554432
  5979.983  1.3374e+00  4.3259e-01           0    33554432
  5981.360  1.5117e+00  3.8195e-01           0    33554432
  5982.738  1.6440e+00  3.6459e-01           0           0
  5984.116  1.1473e+00  3.7188e-01           0           0
  5985.494  7.1843e-01  3.7327e-01           0    33554432
  5986.872  1.2306e+00  3.7098e-01           0    33554432
  5988.251  1.5695e+00  3.7265e-01           0           0
  5989.630  1.5335e+00  3.6921e-01           0           0
  5991.009  1.2581e+00  3.4394e-01           0           0
  5992.389  9.9387e-01  3.4773e-01           0           0
  5993.769  1.1146e+00  3.5878e-01           0           0
  5995.149  1.7496e+00  3.5499e-01           0           0
  5996.530  1.1402e+00  3.5450e-01           0           0
  5997.910  1.2399e+00  3.6116e-01           0           0
  5999.292  1.6348e+00  3.6643e-01           0           0
  6000.673  1.6998e+00  3.6469e-01           0           0
  6002.055  1.6592e+00  3.5513e-01           0           0
  6003.437  7.8826e-01  3.4477e-01           0           0
  6004.820  1.5011e+00  3.6934e-01           0           0
  6006.203  1.7687e+00  3.7357e-01           0           0
  6007.586  1.5579e+00  3.7768e-01           0      851968
  6008.969  1.6075e+00  3.5148e-01           0      851968
  6010.353  1.6498e+00  3.4312e-01           0      851968
  6011.737  1.0392e+00  3.3885e-01           0      851968
  6013.121  2.0201e+00  3.4733e-01           0      851968
  6014.506  1.1860e+00  3.4015e-01           0           0
  6015.891  7.8522e-01  3.3147e-01           0           0
  6017.277  1.6544e+00  3.3245e-01           0           0
  6018.662  1.2514e+00  3.2607e-01           0           0
  6020.048  1.5861e+00  3.4997e-01           0    33554432
  6021.435  1.2859e+00  3.4795e-01           0    33554432
  6022.821  1.8099e+00  3.3597e-01           0           0
  6024.208  1.7266e+00  3.3218e-01           0           0
  6025.596  1.1450e+00  3.3389e-01           0           0
  6026.983  1.9659e+00  3.4576e-01           0           0
  6028.371  1.5495e+00  3.3955e-01           0           0
  6029.759  1.1366e+00  3.3581e-01           0           0
  6031.148  1.0333e+00  3.2828e-01           0           0
  6032.537  8.8448e-01  3.3714e-01           0           0
  6033.926  9.4369e-01  3.2772e-01           0           0
  6035.315  1.5863e+00  3.3764e-01           0           0
  6036.705  1.3831e+00  3.4177e-01           0           0
  6038.095  1.2638e+00  3.3003e-01           0           0
  6039.486  1.7379e+00  3.4899e-01           0           0
  6040.877  1.6916e+00  3.3605e-01           0           0
  6042.268  1.1830e+00  3.2987e-01           0           0
  6043.659  1.4142e+00  3.2915e-01           0           0
  6045.051  1.1199e+00  3.3918e-01           0           0
  6046.443  1.2323e+00  3.3736e-01           0           0
  6047.836  1.2263e+00  3.1991e-01           0           0
  6049.228  1.3735e+00  3.2041e-01           0           0
  6050.621  1.6894e+00  3.3456e-01           0           0
  6052.015  1.4743e+00  3.2450e-01           0           0
  6053.408  8.8213e-01  3.1984e-01           0           0
  6054.802  1.5938e+00  3.3556e-01           0           0
  6056.197  1.9338e+00  3.3630e-01           0           0
  6057.591  1.7547e+00  3.3057e-01           0           0
  6058.986  1.5930e+00  3.4033e-01           0    33554432
  6060.382  1.6889e+00  3.5135e-01           0    33554432
  6061.777  2.3105e+00  3.3189e-01           0           0
  6063.173  1.8782e+00  3.3369e-01           0       65536
  6064.569  1.6019e+00  3.2879e-01           0      851968
  6065.966  1.2594e+00  3.1989e-01           0      851968
  6067.363  1.1029e+00  3.2138e-01           0      851968
  6068.760  1.7803e+00  3.3224e-01           0      851968
  6070.158  1.1513e+00  3.4300e-01           0      851968
  6071.556  1.8318e+00  3.3605e-01           0      851968
  6072.954  1.4880e+00  3.3612e-01           0    34406400
  6074.352  1.0441e+00  3.2675e-01           0    34406400
  6075.751  1.4599e+00  3.3263e-01           0      851968
  6077.150  1.5932e+00  3.3559e-01           0      851968
  6078.550  1.2320e+00  3.3393e-01           0    34406400
  6079.950  1.2905e+00  3.2803e-01           0    34406400
  6081.350  1.8770e+00  3.2188e-01           0           0
  6082.750  2.0027e+00  3.3738e-01           0           0
  6084.151  1.6135e+00  3.2595e-01           0           0
  6085.552  1.6276e+00  3.1663e-01           0           0
  6086.953  1.4070e+00  3.1084e-01           0           0
  6088.355  1.4455e+00  3.0784e-01           0           0
  6089.757  1.4950e+00  3.1276e-01           0           0
  6091.160  1.4130e+00  3.1343e-01           0           0
  6092.562  1.2928e+00  3.1100e-01           0           0
  6093.965  1.3512e+00  3.0979e-01           0           0
  6095.369  1.6373e+00  3.0852e-01           0           0
  6096.772  1.2577e+00  2.9968e-01           0           0
  6098.176  1.3367e+00  3.1822e-01           0           0
  6099.581  1.6319e+00  3.1841e-01           0           0
  6100.985  1.7502e+00  3.2464e-01           0           0
  6102.390  1.8345e+00  3.2471e-01           0           0
  6103.796  1.4462e+00  3.2239e-01           0           0
  6105.201  1.5137e+00  3.2919e-01           0           0
  6106.607  1.8465e+00  3.3292e-01           0           0
  6108.013  1.7153e+00  3.2111e-01           0           0
  6109.420  1.4006e+00  3.2252e-01           0           0
  6110.827  1.5882e+00  3.5257e-01           0    33554432
  6112.234  8.7846e-01  3.4330e-01           0    33554432
  6113.642  1.4257e+00  3.1941e-01           0           0
  6115.049  1.6580e+00  3.2785e-01           0           0
  6116.458  1.5977e+00  3.3572e-01           0           0
  6117.866  1.5325e+00  3.1664e-01           0           0
  6119.275  1.2772e+00  3.1866e-01           0    33554432
  6120.684  1.9089e+00  3.2302e-01           0    33554432
  6122.094  1.8937e+00  3.0838e-01           0           0
  6123.504  1.7186e+00  3.0336e-01           0    33554432
  6124.914  1.4969e+00  3.0214e-01           0    33554432
  6126.324  1.5378e+00  3.0819e-01           0           0
  6127.735  2.0265e+00  3.1669e-01           0           0
  6129.146  1.3609e+00  3.0820e-01           0           0
  6130.558  1.7713e+00  3.2540e-01           0           0
  6131.969  1.2987e+00  3.0537e-01           0           0
  6133.381  1.1943e+00  3.0335e-01           0           0
  6134.794  1.9062e+00  3.1735e-01           0    33554432
  6136.207  1.6201e+00  3.0924e-01           0    33554432
  6137.620  1.4831e+00  2.9930e-01           0           0
  6139.033  1.7840e+00  3.2387e-01           0           0
  6140.447  1.9544e+00  3.2597e-01           0           0
  6141.861  2.1276e+00  3.2599e-01           0           0
  6143.275  2.1999e+00  3.3076e-01           0           0
  6144.690  1.8230e+00  3.2899e-01           0           0
  6146.105  1.8949e+00  3.3462e-01           0           0
  6147.520  1.4440e+00  3.2499e-01           0           0
  6148.936  1.0092e+00  3.0056e-01           0    33554432
  6150.352  1.4438e+00  3.1410e-01           0    33554432
  6151.768  1.9780e+00  3.0629e-01           0           0
  6153.185  1.4593e+00  3.0486e-01           0           0
  6154.602  2.3047e+00  3.2633e-01           0           0
  6156.019  1.6756e+00  3.3448e-01           0           0
  6157.437  1.7941e+00  3.3311e-01           0           0
  6158.855  1.6133e+00  3.0771e-01           0           0
  6160.273  1.0067e+00  3.0160e-01           0           0
  6161.692  1.8429e+00  3.2587e-01           0           0
  6163.111  1.7314e+00  3.5207e-01           0    33554432
  6164.530  2.3199e+00  3.4160e-01           0    33554432
  6165.950  1.7240e+00  3.1133e-01           0           0
  6167.370  1.4704e+00  3.0620e-01           0    33554432
  6168.790  1.9011e+00  3.1398e-01           0    33554432
  6170.210  1.1931e+00  3.1642e-01           0    33554432
  6171.631  1.8019e+00  3.4485e-01           0    33554432
  6173.053  1.8233e+00  3.3562e-01           0           0
  6174.474  1.4871e+00  3.0659e-01           0           0
  6175.896  1.0397e+00  2.9007e-01           0           0
  6177.318  9.7870e-01  2.9756e-01           0           0
  6178.741  1.6493e+00  3.1115e-01           0           0
  6180.164  1.5125e+00  3.0056e-01           0           0
  6181.587  1.4383e+00  2.8916e-01           0           0
  6183.010  1.7423e+00  3.0522e-01           0           0
  6184.434  1.9852e+00  3.1280e-01           0           0
  6185.858  1.9086e+00  3.1393e-01           0           0
  6187.283  1.6850e+00  2.8967e-01           0           0
  6188.708  1.2351e+00  2.7753e-01           0           0
  6190.133  1.1069e+00  2.7361e-01           0           0
  6191.558  1.0264e+00  2.7348e-01           0           0
  6192.984  1.1829e+00  2.8554e-01           0           0
  6194.410  1.4127e+00  2.9339e-01           0           0
  6195.837  1.3586e+00  2.9837e-01           0           0
  6197.264  2.0195e+00  3.0260e-01           0           0
  6198.691  1.5301e+00  2.9114e-01           0           0
  6200.118  1.3764e+00  2.9433e-01           0           0
  6201.546  1.5011e+00  3.0200e-01           0           0
  6202.974  1.5184e+00  3.0586e-01           0           0
  6204.403  1.7874e+00  3.0870e-01           0           0
  6205.831  1.9776e+00  3.0288e-01           0           0
  6207.261  1.8065e+00  2.9128e-01           0           0
  6208.690  1.4238e+00  2.8398e-01           0           0
  6210.120  9.5977e-01  2.7486e-01           0    33554432
  6211.550  8.4718e-01  2.7552e-01           0    33554432
  6212.980  1.3872e+00  2.8581e-01           0       65536
  6214.411  1.4953e+00  2.9429e-01           0       65536
  6215.842  2.0709e+00  3.0451e-01           0       65536
  6217.274  1.9677e+00  2.9506e-01           0       65536
  6218.705  1.7139e+00  2.8785e-01           0       65536
  6220.137  1.7863e+00  2.9055e-01           0       65536
  6221.570  1.5966e+00  2.9427e-01           0           0
  6223.003  1.3718e+00  3.0826e-01           0           0
  6224.436  1.1628e+00  3.1408e-01           0           0
  6225.869  1.6144e+00  3.0890e-01           0           0
  6227.303  1.6204e+00  2.8873e-01           0           0
  6228.737  1.1630e+00  2.7478e-01           0    33554432
  6230.171  1.6974e+00  2.8791e-01           0    33554432
  6231.606  1.7728e+00  2.8177e-01           0           0
  6233.041  4.1769e-01  2.6990e-01           0           0
  6234.476  1.4018e+00  3.0857e-01           0     8388608
  6235.912  1.9075e+00  3.6935e-01           0     8388608
  6237.348  1.0838e+00  4.0919e-01           0     8388608
  6238.784  2.3299e+00  4.0445e-01           0     8388608
  6240.221  1.7474e+00  3.5597e-01           0     8388608
  6241.658  1.2386e+00  3.3281e-01           0     8388608
  6243.095  1.1057e+00  3.3359e-01           0           0
  6244.533  1.4073e+00  3.3449e-01           0           0
  6245.971  1.9085e+00  3.3095e-01           0           0
  6247.410  2.0180e+00  3.1331e-01           0    33554432
  6248.848  1.7211e+00  2.9597e-01           0    33554432
  6250.287  1.5558e+00  2.9069e-01           0           0
  6251.727  1.6941e+00  2.8043e-01           0           0
  6253.166  1.7749e+00  2.7485e-01           0           0
  6254.606  1.4312e+00  2.7121e-01           0           0
  6256.047  9.3940e-01  2.7408e-01           0           0
  6257.487  1.4076e+00  3.2988e-01           0     8388608
  6258.928  1.8686e+00  3.9662e-01           0     8388608
  6260.370  1.6668e+00  3.9358e-01           0     8454144
  6261.811  1.4022e+00  3.8321e-01           0     9240576
  6263.253  1.5068e+00  3.3673e-01           0     9240576
  6264.696  1.5636e+00  3.3222e-01           0      851968
  6266.138  1.4358e+00  3.4137e-01           0      851968
  6267.581  1.7089e+00  3.5542e-01           0      851968
  6269.025  9.2160e-01  3.1801e-01           0           0
  6270.468  1.0291e+00  2.9552e-01           0           0
  6271.912  2.0553e+00  2.9696e-01           0    33554432
  6273.357  1.2213e+00  2.7172e-01           0    33554432
  6274.801  1.1859e+00  2.6545e-01           0           0
  6276.246  1.2033e+00  2.7275e-01           0           0
  6277.692  1.1716e+00  2.8817e-01           0           0
  6279.137  1.6040e+00  3.0682e-01           0    33554432
  6280.583  1.8966e+00  3.0299e-01           0    33554432
  6282.030  1.2399e+00  2.8766e-01           0           0
  6283.476  2.1772e+00  2.7943e-01           0           0
  6284.923  1.3007e+00  2.7329e-01           0           0
  6286.371  1.1461e+00  2.8348e-01           0     8388608
  6287.818  1.3497e+00  3.3098e-01           0     8388608
  6289.266  1.0274e+00  3.7583e-01           0     8388608
  6290.715  9.9835e-01  3.5257e-01           0     8388608
  6292.163  1.0650e+00  2.9009e-01           0     8388608
  6293.612  1.5762e+00  2.9765e-01           0      851968
  6295.061  1.3683e+00  3.0159e-01           0      851968
  6296.511  1.4806e+00  3.0010e-01           0     9240576
  6297.961  1.9981e+00  3.3565e-01           0     9240576
  6299.411  1.4540e+00  4.3735e-01           0   142606336
  6300.862  1.6488e+00  7.4763e-01           0   142606336
  6302.313  1.5001e+00  9.2609e-01           0   209715200
  6303.764  1.8642e+00  7.5494e-01           0   209715200
  6305.216  1.4109e+00  5.1688e-01           0   209715200
  6306.668  3.2998e-01  3.7347e-01           0   209715200
  6308.120  1.1322e+00  3.8720e-01           0   209715200
  6309.573  2.2486e+00  3.8841e-01           0   209715200
  6311.026  1.3557e+00  3.2492e-01           0   209715200
  6312.479  1.0338e+00  2.5496e-01           0   209715200
  6313.933  9.3906e-01  2.4824e-01           0   201326592
  6315.387  7.6023e-01  2.5098e-01           0   201326592
  6316.841  1.6086e+00  2.6042e-01           0   205520896
  6318.296  1.4439e+00  2.6501e-01           0    71303168
  6319.751  1.2859e+00  2.6070e-01           0    71303168
  6321.206  1.4592e+00  2.7680e-01           0    71303168
  6322.662  1.4458e+00  2.9997e-01           0    71303168
  6324.118  1.2271e+00  3.1045e-01           0    71303168
  6325.575  1.4218e+00  2.8528e-01           0    71303168
  6327.031  1.5618e+00  2.5581e-01           0    71303168
  6328.488  1.6664e+00  2.5797e-01           0    79691776
  6329.946  1.2871e+00  2.9897e-01           0    79691776
  6331.403  5.1597e-01  3.3512e-01           0    79691776
  6332.861  6.3365e-01  3.2940e-01           0    79691776
  6334.320  2.1140e+00  2.9006e-01           0    79691776
  6335.778  9.0810e-01  2.4233e-01           0    71303168
  6337.237  1.1109e+00  2.3249e-01           0    71303168
  6338.697  1.5352e+00  2.4653e-01           0    71303168
  6340.156  1.4884e+00  2.5869e-01           0    71303168
  6341.617  1.3082e+00  2.5636e-01           0    71303168
  6343.077  1.2417e+00  2.4762e-01           0    71303168
  6344.538  1.1051e+00  2.3769e-01           0    71303168
  6345.999  1.4751e+00  2.3824e-01           0    71303168
  6347.460  1.1012e+00  2.3807e-01           0    71303168
  6348.922  9.4608e-01  2.5220e-01           0    71303168
  6350.384  1.3780e+00  2.6514e-01           0    71303168
  6351.846  1.1781e+00  2.6216e-01           0    71303168
  6353.309  1.4306e+00  2.4843e-01           0    71303168
  6354.772  1.0033e+00  2.4227e-01           0    71303168
  6356.235  1.2488e+00  2.6779e-01           0    79691776
  6357.699  1.4577e+00  3.0130e-01           0    79691776
  6359.163  1.0821e+00  3.0316e-01           0    79691776
  6360.628  1.0433e+00  2.7586e-01           0    79691776
  6362.092  8.7400e-01  2.7158e-01           0    79691776
  6363.558  5.5681e-01  3.4275e-01           0    79691776
  6365.023  6.7043e-01  4.6366e-01           0    79691776
  6366.489  1.6110e+00  5.0250e-01           0    79691776
  6367.955  2.0510e+00  3.9173e-01           0    79691776
  6369.421  6.1667e-01  2.6422e-01           0    79691776
  6370.888  1.0534e+00  2.3257e-01           0    79822848
  6372.355  1.1492e+00  2.3946e-01           0    71434240
  6373.823  1.3344e+00  2.3713e-01           0    71434240
  6375.290  1.3127e+00  2.3375e-01           0    71434240
  6376.759  1.0690e+00  2.4053e-01           0   104988672
  6378.227  1.3288e+00  2.6094e-01           0   104988672
  6379.696  1.2304e+00  2.5955e-01           0    71434240
  6381.165  1.4293e+00  2.7151e-01           0    71434240
  6382.635  1.5935e+00  2.6821e-01           0    71434240
  6384.104  1.5492e+00  2.5257e-01           0    71434240
  6385.575  1.5402e+00  2.4626e-01           0    71434240
  6387.045  1.7584e+00  2.7123e-01           0    71434240
  6388.516  1.5922e+00  2.9570e-01           0    71434240
  6389.987  1.4979e+00  2.7614e-01           0    71434240
  6391.459  1.3131e+00  2.3885e-01           0    71434240
  6392.930  1.0950e+00  2.2291e-01           0    71434240
  6394.403  9.5215e-01  2.1495e-01           0    71434240
  6395.875  9.7553e-01  2.1283e-01           0    71434240
  6397.348  1.4964e+00  2.1791e-01           0    71434240
  6398.821  1.0711e+00  2.1961e-01           0    71434240
  6400.295  1.2832e+00  2.2222e-01           0    71434240
  6401.769  1.7399e+00  2.2900e-01           0    71434240
  6403.243  1.5424e+00  2.2784e-01           0    71434240
  6404.717  1.1572e+00  2.2757e-01           0    71434240
  6406.192  1.4194e+00  2.3131e-01           0    71434240
  6407.668  1.1509e+00  2.2430e-01           0    71434240
  6409.143  1.2332e+00  2.1498e-01           0    71434240
  6410.619  1.3327e+00  2.1171e-01           0    71434240
  6412.095  1.1541e+00  2.2061e-01           0    71499776
  6413.572  1.2466e+00  2.4770e-01           0    72286208
  6415.049  1.1050e+00  2.5469e-01           0    72286208
  6416.526  9.4211e-01  2.3493e-01           0    72286208
  6418.004  9.6016e-01  2.2856e-01           0    72286208
  6419.482  1.2125e+00  2.3830e-01           0    72286208
  6420.960  1.5464e+00  2.4551e-01           0    71499776
  6422.439  1.5655e+00  2.5260e-01           0    71434240
  6423.918  9.8169e-01  2.3899e-01           0    71434240
  6425.397  1.3085e+00  2.2875e-01           0    71434240
  6426.877  1.5576e+00  2.2641e-01           0    71434240
  6428.357  1.4510e+00  2.1594e-01           0    71434240
  6429.837  1.2298e+00  2.1165e-01           0    71434240
  6431.318  1.0198e+00  2.1222e-01           0    71434240
  6432.799  1.1826e+00  2.1502e-01           0    71434240
  6434.280  1.2327e+00  2.1679e-01           0    71434240
  6435.762  1.4249e+00  2.2561e-01           0    71434240
  6437.244  1.1095e+00  2.2490e-01           0    71434240
  6438.726  5.5302e-01  2.2224e-01           0    71434240
  6440.209  1.0614e+00  2.1755e-01           0    71434240
  6441.692  1.3053e+00  2.2044e-01           0    71434240
  6443.176  1.5080e+00  2.2632e-01           0    71434240
  6444.659  1.4487e+00  2.2297e-01           0    71434240
  6446.144  1.3608e+00  2.1910e-01           0    71434240
  6447.628  1.3847e+00  2.1508e-01           0    71434240
  6449.113  1.2699e+00  2.1865e-01           0    71434240
  6450.598  1.2055e+00  2.1855e-01           0    71434240
  6452.083  1.3643e+00  2.2134e-01           0    71434240
  6453.569  1.5014e+00  2.2430e-01           0    71434240
  6455.055  1.2019e+00  2.2491e-01           0    71434240
  6456.542  1.0012e+00  2.2758e-01           0    71434240
  6458.029  1.6427e+00  2.2700e-01           0    71434240
  6459.516  1.0686e+00  2.2161e-01           0    71434240
  6461.004  1.5026e+00  2.2979e-01           0    71434240
  6462.491  1.3576e+00  2.2823e-01           0    71434240
  6463.980  8.7192e-01  2.3356e-01           0    79888384
  6465.468  1.0430e+00  2.7325e-01           0    79888384
  6466.957  1.6810e+00  3.3090e-01           0    80674816
  6468.446  1.8833e+00  3.3907e-01           0    80674816
