# Mean_MJD=56660.209
# RMID=072 SOURCE_TYPE=RM_TILE2
# ZFINAL=1.963
# EPOCH= 1
# PLATE=7338 MJD=56660 FIBERID=0192
# Wave[vaccum]  Flux  Flux_Err  ANDMASK  ORMASK
# [Ang]         [10^(-17) erg/cm2/s/Ang]
  3566.974 -9.1460e-01  0.0000e+00    16777216    88080384
  3567.796 -9.1449e-01  6.0731e+00           0    71303168
  4455.536  2.4012e+00  4.3843e-01           0           0
  4456.562  3.1290e+00  4.5021e-01           0           0
  4457.589  2.8905e+00  4.5403e-01           0           0
  4458.615  2.7964e+00  4.3760e-01           0           0
  4459.642  3.4360e+00  4.4818e-01           0           0
  4460.669  3.0599e+00  4.4887e-01           0           0
  4461.696  3.3831e+00  4.4566e-01           0           0
  4462.723  2.7520e+00  4.4361e-01           0           0
  4463.751  2.4198e+00  4.4906e-01           0           0
  4464.779  2.6105e+00  4.5903e-01           0           0
  4465.807  2.7322e+00  4.4290e-01           0           0
  4466.836  2.8416e+00  4.2780e-01           0           0
  4467.864  2.9266e+00  4.2472e-01           0           0
  4468.893  3.1825e+00  4.3663e-01           0           0
  4469.922  3.1271e+00  4.4134e-01           0           0
  4470.952  2.5606e+00  4.3722e-01           0           0
  4471.981  2.3510e+00  4.3432e-01           0           0
  4473.011  3.3352e+00  4.3606e-01           0           0
  4474.041  2.4082e+00  4.3994e-01           0           0
  4475.071  2.1801e+00  4.3075e-01           0           0
  4476.102  2.6203e+00  4.3962e-01           0           0
  4477.133  2.8681e+00  4.5291e-01           0           0
  4478.164  2.5951e+00  4.3930e-01           0           0
  4479.195  2.5029e+00  4.2793e-01           0           0
  4480.227  3.7372e+00  4.3934e-01           0           0
  4481.258  2.9624e+00  4.2360e-01           0           0
  4482.290  3.1095e+00  4.2641e-01           0           0
  4483.322  3.4170e+00  4.4326e-01           0           0
  4484.355  2.7364e+00  4.4194e-01           0           0
  4485.388  3.6367e+00  4.5668e-01           0           0
  4486.420  3.6046e+00  4.5354e-01           0           0
  4487.454  3.2117e+00  4.4819e-01           0           0
  4488.487  2.5154e+00  4.4330e-01           0           0
  4489.521  2.5722e+00  4.4400e-01           0           0
  4490.555  3.3860e+00  4.5456e-01           0           0
  4491.589  3.0862e+00  4.4546e-01           0           0
  4492.623  3.6172e+00  4.4529e-01           0           0
  4493.658  3.2244e+00  4.3952e-01           0           0
  4494.692  3.0428e+00  4.3400e-01           0           0
  4495.727  3.3707e+00  4.4560e-01           0           0
  4496.763  3.7463e+00  4.5020e-01           0           0
  4497.798  3.9978e+00  4.4641e-01           0           0
  4498.834  3.1048e+00  4.3347e-01           0           0
  4499.870  3.0513e+00  4.3369e-01           0           0
  4500.906  3.1030e+00  4.5109e-01           0           0
  4501.943  3.1252e+00  4.3902e-01           0           0
  4502.980  3.2056e+00  4.3958e-01           0           0
  4504.017  2.7628e+00  4.4082e-01           0           0
  4505.054  2.9545e+00  4.2789e-01           0           0
  4506.091  3.5002e+00  4.2254e-01           0           0
  4507.129  3.0417e+00  4.5361e-01           0           0
  4508.167  2.8217e+00  4.6627e-01           0           0
  4509.205  3.6102e+00  4.6355e-01           0           0
  4510.243  3.2648e+00  4.5412e-01           0           0
  4511.282  2.9582e+00  4.6228e-01           0           0
  4512.321  3.5760e+00  4.6209e-01           0           0
  4513.360  3.2237e+00  4.4400e-01           0           0
  4514.399  3.3909e+00  4.4113e-01           0           0
  4515.439  4.4108e+00  4.4928e-01           0           0
  4516.479  2.8311e+00  4.3109e-01           0           0
  4517.519  3.7354e+00  4.4604e-01           0           0
  4518.559  3.6819e+00  4.5100e-01           0           0
  4519.600  3.2444e+00  4.3068e-01           0           0
  4520.641  3.5765e+00  4.3871e-01           0           0
  4521.682  3.9553e+00  4.5596e-01           0           0
  4522.723  2.9480e+00  4.4961e-01           0           0
  4523.764  3.8354e+00  4.5346e-01           0           0
  4524.806  3.7001e+00  4.4966e-01           0           0
  4525.848  3.4016e+00  4.3299e-01           0           0
  4526.890  4.0259e+00  4.2843e-01           0           0
  4527.933  4.6898e+00  4.5079e-01           0           0
  4528.976  3.6201e+00  4.4068e-01           0           0
  4530.019  3.2950e+00  4.4691e-01           0           0
  4531.062  3.4037e+00  4.3965e-01           0           0
  4532.105  2.4201e+00  4.0594e-01           0           0
  4533.149  1.7129e+00  3.7887e-01           0           0
  4534.193  2.5608e+00  3.9980e-01           0           0
  4535.237  3.3643e+00  4.3321e-01           0           0
  4536.281  4.7984e+00  4.6446e-01           0           0
  4537.326  5.4641e+00  4.7682e-01           0           0
  4538.371  3.5135e+00  4.5527e-01           0           0
  4539.416  2.0628e+00  4.3824e-01           0           0
  4540.461  3.0631e+00  4.3421e-01           0           0
  4541.507  2.7762e+00  4.2347e-01           0           0
  4542.553  3.5443e+00  4.3774e-01           0           0
  4543.599  4.4993e+00  4.6712e-01           0           0
  4544.645  3.8027e+00  4.8114e-01           0           0
  4545.692  3.5180e+00  4.6766e-01           0           0
  4546.738  4.7446e+00  4.7387e-01           0           0
  4547.786  4.2034e+00  4.5781e-01           0           0
  4548.833  4.5419e+00  4.6271e-01           0           0
  4549.880  4.5431e+00  4.6565e-01           0           0
  4550.928  4.5519e+00  4.5349e-01           0           0
  4551.976  4.5051e+00  4.5410e-01           0           0
  4553.024  4.2996e+00  4.8807e-01           0           0
  4554.073  4.6914e+00  4.8001e-01           0           0
  4555.122  5.5414e+00  4.7579e-01           0           0
  4556.171  5.0017e+00  4.6803e-01           0           0
  4557.220  4.4900e+00  4.7279e-01           0           0
  4558.269  4.9045e+00  4.5862e-01           0           0
  4559.319  5.4591e+00  4.7358e-01           0           0
  4560.369  4.9491e+00  4.7787e-01           0           0
  4561.419  4.7503e+00  4.7411e-01           0           0
  4562.470  4.2591e+00  4.5829e-01           0           0
  4563.520  4.3370e+00  4.5058e-01           0           0
  4564.571  4.9272e+00  4.6852e-01           0           0
  4565.622  5.2340e+00  4.7838e-01           0           0
  4566.674  5.0445e+00  4.6235e-01           0           0
  4567.725  5.0394e+00  4.6124e-01           0           0
  4568.777  5.1265e+00  4.7065e-01           0           0
  4569.829  4.3710e+00  4.5726e-01           0           0
  4570.882  4.3177e+00  4.6872e-01           0           0
  4571.934  5.4314e+00  4.8214e-01           0           0
  4572.987  4.9154e+00  4.8107e-01           0           0
  4574.040  5.5411e+00  4.7971e-01           0           0
  4575.094  5.7116e+00  4.9876e-01           0           0
  4576.147  4.6524e+00  4.7445e-01           0           0
  4577.201  4.2110e+00  4.5383e-01           0           0
  4578.255  5.1051e+00  4.5790e-01           0           0
  4579.309  4.9063e+00  4.6070e-01           0           0
  4580.364  5.5198e+00  4.7814e-01           0           0
  4581.419  4.7110e+00  4.5759e-01           0           0
  4582.474  4.8241e+00  4.5381e-01           0           0
  4583.529  5.3366e+00  4.4248e-01           0           0
  4584.584  4.8310e+00  4.3954e-01           0           0
  4585.640  4.8701e+00  4.4636e-01           0           0
  4586.696  5.2715e+00  4.8966e-01           0    33554432
  4587.752  5.6346e+00  4.8570e-01           0    33554432
  4588.809  5.3662e+00  4.5563e-01           0           0
  4589.866  5.4275e+00  4.6149e-01           0           0
  4590.923  5.6219e+00  4.7333e-01           0           0
  4591.980  3.9880e+00  4.5508e-01           0           0
  4593.037  5.2253e+00  4.4935e-01           0           0
  4594.095  4.4335e+00  4.2937e-01           0           0
  4595.153  4.5949e+00  4.3376e-01           0           0
  4596.211  4.9031e+00  4.3991e-01           0           0
  4597.270  4.0934e+00  4.4325e-01           0           0
  4598.328  5.3765e+00  4.6460e-01           0           0
  4599.387  4.4629e+00  4.5927e-01           0           0
  4600.446  4.1048e+00  4.3243e-01           0           0
  4601.506  4.5639e+00  4.2114e-01           0           0
  4602.565  4.9390e+00  4.4765e-01           0           0
  4603.625  4.7824e+00  4.7050e-01           0           0
  4604.686  4.5959e+00  4.4763e-01           0           0
  4605.746  4.7555e+00  4.3505e-01           0           0
  4606.807  4.7445e+00  4.3529e-01           0           0
  4607.867  4.4093e+00  4.3221e-01           0           0
  4608.929  4.0559e+00  4.2004e-01           0           0
  4609.990  3.8746e+00  4.2411e-01           0           0
  4611.052  3.6979e+00  4.2494e-01           0           0
  4612.113  4.0297e+00  4.2968e-01           0           0
  4613.175  4.0742e+00  4.3580e-01           0           0
  4614.238  3.9160e+00  4.3313e-01           0           0
  4615.300  3.8558e+00  4.3505e-01           0           0
  4616.363  4.0612e+00  4.3593e-01           0           0
  4617.426  4.3171e+00  4.3114e-01           0           0
  4618.490  3.6929e+00  4.2549e-01           0           0
  4619.553  3.7346e+00  4.2407e-01           0           0
  4620.617  3.6053e+00  4.2449e-01           0           0
  4621.681  3.7233e+00  4.1091e-01           0           0
  4622.745  4.2817e+00  4.2494e-01           0           0
  4623.810  3.6605e+00  4.3773e-01           0           0
  4624.875  3.7248e+00  4.4666e-01           0           0
  4625.940  3.3470e+00  4.1227e-01           0           0
  4627.005  3.4403e+00  4.0996e-01           0           0
  4628.071  3.7244e+00  4.2437e-01           0           0
  4629.136  3.7615e+00  4.1281e-01           0           0
  4630.202  4.2154e+00  4.0597e-01           0           0
  4631.269  2.9884e+00  3.8970e-01           0           0
  4632.335  3.5705e+00  4.0917e-01           0           0
  4633.402  4.1655e+00  4.1623e-01           0           0
  4634.469  3.8316e+00  4.0386e-01           0           0
  4635.536  3.6050e+00  4.0103e-01           0           0
  4636.604  4.1042e+00  4.1927e-01           0           0
  4637.671  3.5096e+00  4.2177e-01           0           0
  4638.739  3.7966e+00  4.2681e-01           0           0
  4639.808  4.1753e+00  4.2996e-01           0           0
  4640.876  3.7442e+00  4.1113e-01           0           0
  4641.945  3.1849e+00  4.0209e-01           0           0
  4643.014  3.8580e+00  4.1002e-01           0           0
  4644.083  3.3956e+00  3.9207e-01           0           0
  4645.152  3.1486e+00  3.8191e-01           0           0
  4646.222  3.5028e+00  3.9861e-01           0           0
  4647.292  3.8136e+00  3.9689e-01           0           0
  4648.362  3.5727e+00  3.8866e-01           0           0
  4649.433  3.2058e+00  3.9335e-01           0           0
  4650.504  3.0709e+00  3.9895e-01           0           0
  4651.574  3.5460e+00  4.1802e-01           0           0
  4652.646  3.6110e+00  4.4116e-01           0    33554432
  4653.717  3.3241e+00  4.2330e-01           0    33554432
  4654.789  3.2800e+00  3.8494e-01           0           0
  4655.861  3.2534e+00  4.1116e-01           0           0
  4656.933  3.1970e+00  4.3823e-01           0           0
  4658.005  3.3026e+00  4.2205e-01           0           0
  4659.078  2.8134e+00  3.9455e-01           0           0
  4660.151  2.6215e+00  4.0911e-01           0           0
  4661.224  3.2922e+00  4.2921e-01           0           0
  4662.297  3.2108e+00  4.2084e-01           0           0
  4663.371  3.5045e+00  4.1227e-01           0           0
  4664.445  3.1991e+00  4.2921e-01           0           0
  4665.519  2.5541e+00  3.8631e-01           0           0
  4666.594  2.9678e+00  3.8676e-01           0           0
  4667.668  4.1757e+00  4.1543e-01           0           0
  4668.743  3.4021e+00  4.1095e-01           0           0
  4669.818  2.7564e+00  4.0043e-01           0           0
  4670.894  3.3201e+00  4.1496e-01           0           0
  4671.969  3.0311e+00  4.2436e-01           0           0
  4673.045  2.6633e+00  4.1435e-01           0           0
  4674.121  3.4457e+00  4.3002e-01           0           0
  4675.198  3.3503e+00  4.0837e-01           0           0
  4676.274  2.6106e+00  3.8504e-01           0           0
  4677.351  2.9925e+00  3.9951e-01           0           0
  4678.428  3.1886e+00  4.0657e-01           0           0
  4679.506  2.9918e+00  4.0904e-01           0           0
  4680.583  3.0399e+00  4.0117e-01           0           0
  4681.661  2.9664e+00  4.0120e-01           0           0
  4682.739  2.7036e+00  3.8548e-01           0           0
  4683.818  3.0752e+00  3.9503e-01           0           0
  4684.896  3.1106e+00  4.0029e-01           0           0
  4685.975  2.8698e+00  4.0424e-01           0           0
  4687.054  2.8104e+00  4.2219e-01           0           0
  4688.134  2.4863e+00  4.2977e-01           0           0
  4689.213  2.7869e+00  4.0801e-01           0           0
  4690.293  3.2907e+00  4.0842e-01           0           0
  4691.373  3.0014e+00  4.1683e-01           0           0
  4692.453  2.7601e+00  4.0817e-01           0           0
  4693.534  3.1863e+00  3.9968e-01           0           0
  4694.615  2.7307e+00  4.0227e-01           0           0
  4695.696  2.4280e+00  3.9441e-01           0           0
  4696.777  2.9947e+00  3.8515e-01           0           0
  4697.859  3.0896e+00  3.8888e-01           0           0
  4698.941  2.7902e+00  3.8903e-01           0           0
  4700.023  2.9319e+00  3.9073e-01           0           0
  4701.105  3.1452e+00  3.8353e-01           0           0
  4702.188  2.9810e+00  3.8124e-01           0           0
  4703.271  2.6802e+00  3.6802e-01           0           0
  4704.354  2.9466e+00  3.6296e-01           0           0
  4705.437  3.2120e+00  3.7514e-01           0           0
  4706.521  2.9361e+00  3.8271e-01           0           0
  4707.605  3.0318e+00  3.9980e-01           0           0
  4708.689  3.0175e+00  3.9895e-01           0           0
  4709.773  2.3082e+00  3.7852e-01           0           0
  4710.858  2.4447e+00  3.4715e-01           0           0
  4711.942  3.1121e+00  3.6798e-01           0           0
  4713.028  3.1515e+00  3.8545e-01           0           0
  4714.113  2.9746e+00  3.9951e-01           0           0
  4715.198  2.6485e+00  3.8301e-01           0           0
  4716.284  2.4771e+00  3.7802e-01           0           0
  4717.370  2.6694e+00  3.8689e-01           0           0
  4718.457  2.9549e+00  3.8453e-01           0           0
  4719.543  2.8887e+00  3.8556e-01           0           0
  4720.630  2.5564e+00  3.9084e-01           0           0
  4721.717  2.9390e+00  3.9492e-01           0           0
  4722.805  2.8961e+00  3.9866e-01           0           0
  4723.892  2.6077e+00  4.0908e-01           0           0
  4724.980  2.3888e+00  3.9743e-01           0           0
  4726.068  2.4720e+00  4.0165e-01           0           0
  4727.156  2.9807e+00  4.1773e-01           0           0
  4728.245  2.6759e+00  3.9780e-01           0           0
  4729.334  2.9187e+00  3.7735e-01           0           0
  4730.423  2.6451e+00  3.7679e-01           0           0
  4731.512  2.1977e+00  3.7005e-01           0           0
  4732.602  2.5484e+00  3.9706e-01           0           0
  4733.692  2.8472e+00  3.9162e-01           0           0
  4734.782  2.3149e+00  3.6547e-01           0           0
  4735.872  2.5642e+00  3.8274e-01           0           0
  4736.963  2.5176e+00  3.8025e-01           0           0
  4738.054  2.5817e+00  3.9395e-01           0           0
  4739.145  3.0757e+00  3.9932e-01           0           0
  4740.236  2.2341e+00  3.7620e-01           0           0
  4741.328  2.6375e+00  3.8295e-01           0           0
  4742.420  3.1474e+00  4.2278e-01           0           0
  4743.512  2.8666e+00  3.9799e-01           0           0
  4744.604  2.7685e+00  4.4614e-01           0    33554432
  4745.697  3.2246e+00  4.7762e-01           0    33554432
  4746.790  2.5096e+00  3.9388e-01           0           0
  4747.883  2.9370e+00  3.7942e-01           0           0
  4748.976  2.2256e+00  3.7130e-01           0           0
  4750.070  2.6654e+00  3.7377e-01           0           0
  4751.164  3.4380e+00  3.7850e-01           0           0
  4752.258  2.7489e+00  3.8323e-01           0           0
  4753.352  2.6953e+00  3.8845e-01           0           0
  4754.447  3.3144e+00  4.1281e-01           0    33554432
  4755.542  2.9813e+00  3.9804e-01           0    33554432
  4756.637  2.4490e+00  3.5417e-01           0           0
  4757.732  2.2697e+00  3.5691e-01           0           0
  4758.828  2.4140e+00  3.7759e-01           0           0
  4759.924  2.8056e+00  3.6957e-01           0           0
  4761.020  2.4333e+00  3.4530e-01           0           0
  4762.116  2.3707e+00  3.5309e-01           0           0
  4763.213  2.9794e+00  3.6643e-01           0           0
  4764.310  3.1112e+00  3.6613e-01           0           0
  4765.407  2.3855e+00  3.7895e-01           0           0
  4766.504  2.6208e+00  3.8602e-01           0           0
  4767.602  2.5335e+00  3.6376e-01           0           0
  4768.700  2.6563e+00  3.6376e-01           0           0
  4769.798  2.8892e+00  3.8111e-01           0           0
  4770.896  3.0426e+00  3.7688e-01           0           0
  4771.995  2.9850e+00  3.7562e-01           0           0
  4773.094  2.6647e+00  3.6111e-01           0           0
  4774.193  2.7876e+00  3.6466e-01           0           0
  4775.292  2.7309e+00  3.8130e-01           0           0
  4776.392  2.6652e+00  3.7504e-01           0           0
  4777.492  2.4922e+00  3.6275e-01           0           0
  4778.592  2.2691e+00  3.6768e-01           0           0
  4779.693  2.6828e+00  3.7003e-01           0           0
  4780.793  2.8442e+00  3.6282e-01           0           0
  4781.894  3.2165e+00  3.6232e-01           0           0
  4782.996  2.9552e+00  3.5074e-01           0           0
  4784.097  2.4643e+00  3.4863e-01           0           0
  4785.199  2.5045e+00  3.3550e-01           0           0
  4786.301  2.4650e+00  3.4898e-01           0           0
  4787.403  2.7476e+00  3.6544e-01           0           0
  4788.505  2.3555e+00  3.5044e-01           0           0
  4789.608  2.4026e+00  3.6273e-01           0           0
  4790.711  2.5040e+00  3.7768e-01           0           0
  4791.814  2.1262e+00  3.7497e-01           0           0
  4792.918  2.5904e+00  3.6115e-01           0           0
  4794.021  2.1607e+00  3.4184e-01           0           0
  4795.125  3.0466e+00  3.5346e-01           0           0
  4796.230  2.7451e+00  3.6930e-01           0           0
  4797.334  2.1279e+00  3.4614e-01           0           0
  4798.439  2.8712e+00  3.5496e-01           0           0
  4799.544  2.4205e+00  3.6571e-01           0           0
  4800.649  2.4949e+00  3.6410e-01           0           0
  4801.755  2.7239e+00  3.5322e-01           0           0
  4802.861  2.5097e+00  3.5637e-01           0           0
  4803.967  2.4783e+00  3.6966e-01           0           0
  4805.073  2.7986e+00  3.6478e-01           0           0
  4806.179  2.1214e+00  3.4215e-01           0           0
  4807.286  2.6524e+00  3.5155e-01           0           0
  4808.393  3.0381e+00  3.6898e-01           0           0
  4809.501  2.8175e+00  3.6170e-01           0           0
  4810.608  2.7374e+00  3.6562e-01           0           0
  4811.716  2.9957e+00  3.5413e-01           0           0
  4812.824  2.4694e+00  3.5636e-01           0           0
  4813.932  2.8084e+00  3.7426e-01           0           0
  4815.041  2.6081e+00  3.5643e-01           0           0
  4816.150  2.5672e+00  3.6280e-01           0           0
  4817.259  2.5120e+00  3.6499e-01           0           0
  4818.368  2.0863e+00  3.5327e-01           0           0
  4819.478  2.4318e+00  3.3924e-01           0           0
  4820.588  2.8045e+00  3.6181e-01           0           0
  4821.698  2.9065e+00  3.7880e-01           0           0
  4822.808  2.7313e+00  3.6953e-01           0           0
  4823.919  2.3511e+00  3.5465e-01           0           0
  4825.030  2.3069e+00  3.4670e-01           0           0
  4826.141  3.2373e+00  3.7847e-01           0           0
  4827.252  3.0136e+00  3.8351e-01           0           0
  4828.364  2.9633e+00  3.6264e-01           0           0
  4829.476  2.3827e+00  3.7399e-01           0           0
  4830.588  2.0306e+00  3.7251e-01           0           0
  4831.700  2.7111e+00  3.6421e-01           0           0
  4832.813  2.7318e+00  3.6038e-01           0           0
  4833.926  2.7686e+00  3.7254e-01           0           0
  4835.039  3.0846e+00  3.6533e-01           0           0
  4836.152  2.9469e+00  3.5946e-01           0           0
  4837.266  2.6155e+00  3.7088e-01           0           0
  4838.380  2.6321e+00  3.5745e-01           0           0
  4839.494  2.4552e+00  3.4774e-01           0           0
  4840.609  2.3687e+00  3.5946e-01           0           0
  4841.723  3.1871e+00  3.8498e-01           0           0
  4842.838  3.0287e+00  3.7708e-01           0           0
  4843.954  2.3940e+00  3.7173e-01           0           0
  4845.069  2.6599e+00  3.5657e-01           0           0
  4846.185  2.6142e+00  3.6633e-01           0           0
  4847.301  2.4907e+00  3.5720e-01           0           0
  4848.417  2.6208e+00  3.6458e-01           0           0
  4849.534  2.9240e+00  3.5615e-01           0           0
  4850.650  3.4295e+00  3.7360e-01           0    33554432
  4851.767  3.6901e+00  3.8212e-01           0    33554432
  4852.885  2.8107e+00  3.6310e-01           0           0
  4854.002  2.8689e+00  3.8132e-01           0           0
  4855.120  2.8585e+00  3.7250e-01           0           0
  4856.238  2.8724e+00  3.4810e-01           0           0
  4857.356  2.8708e+00  3.4467e-01           0           0
  4858.475  2.6895e+00  3.3268e-01           0           0
  4859.594  2.7909e+00  3.4111e-01           0           0
  4860.713  3.2713e+00  3.6059e-01           0           0
  4861.832  2.2722e+00  3.5594e-01           0           0
  4862.952  2.0961e+00  3.6201e-01           0           0
  4864.072  2.8528e+00  3.6992e-01           0           0
  4865.192  2.8869e+00  3.5262e-01           0           0
  4866.312  2.6030e+00  3.4863e-01           0           0
  4867.433  3.1818e+00  3.9486e-01           0    33554432
  4868.554  2.9416e+00  3.9440e-01           0    33554432
  4869.675  2.7226e+00  3.5223e-01           0           0
  4870.796  2.4805e+00  3.3037e-01           0           0
  4871.918  2.1408e+00  3.3674e-01           0           0
  4873.040  3.0663e+00  3.6347e-01           0           0
  4874.162  2.4246e+00  3.6431e-01           0           0
  4875.285  2.3821e+00  3.5577e-01           0           0
  4876.407  2.7575e+00  3.4351e-01           0           0
  4877.530  3.1624e+00  3.5185e-01           0           0
  4878.654  3.3448e+00  3.5674e-01           0           0
  4879.777  2.6977e+00  3.5062e-01           0           0
  4880.901  2.6290e+00  3.4704e-01           0           0
  4882.025  2.6756e+00  3.5232e-01           0           0
  4883.149  2.6248e+00  3.5170e-01           0           0
  4884.274  2.7352e+00  3.7296e-01           0           0
  4885.398  2.6656e+00  3.6058e-01           0           0
  4886.523  1.6023e+00  3.5561e-01           0    33554432
  4887.649  2.7119e+00  3.6028e-01           0    33554432
  4888.774  2.5497e+00  3.4117e-01           0           0
  4889.900  2.1921e+00  3.5201e-01           0           0
  4891.026  2.6386e+00  3.5406e-01           0           0
  4892.152  3.1182e+00  3.5176e-01           0           0
  4893.279  2.7989e+00  3.6004e-01           0           0
  4894.406  3.2006e+00  3.6725e-01           0           0
  4895.533  2.4010e+00  3.4161e-01           0           0
  4896.660  2.5187e+00  3.4264e-01           0           0
  4897.788  3.0572e+00  3.6024e-01           0           0
  4898.916  2.4715e+00  3.5449e-01           0           0
  4900.044  2.4417e+00  3.5334e-01           0           0
  4901.172  1.7421e+00  3.4048e-01           0           0
  4902.301  2.4338e+00  3.5974e-01           0           0
  4903.430  2.6381e+00  3.6229e-01           0           0
  4904.559  2.3963e+00  3.4025e-01           0           0
  4905.689  3.0858e+00  3.4580e-01           0           0
  4906.818  3.4481e+00  3.5555e-01           0           0
  4907.948  1.7736e+00  3.3898e-01           0           0
  4909.078  2.3375e+00  3.3399e-01           0           0
  4910.209  2.4451e+00  3.4668e-01           0           0
  4911.340  2.1369e+00  3.4634e-01           0           0
  4912.471  3.0322e+00  3.5800e-01           0           0
  4913.602  2.8216e+00  3.4899e-01           0           0
  4914.734  2.6060e+00  3.4357e-01           0           0
  4915.865  2.0009e+00  3.1822e-01           0           0
  4916.997  1.9027e+00  3.2910e-01           0           0
  4918.130  2.1624e+00  3.3355e-01           0           0
  4919.262  2.2830e+00  3.2324e-01           0           0
  4920.395  2.8789e+00  3.2250e-01           0           0
  4921.528  2.5937e+00  3.2304e-01           0           0
  4922.662  2.1738e+00  3.2103e-01           0           0
  4923.795  2.3652e+00  3.2346e-01           0           0
  4924.929  2.3888e+00  3.2773e-01           0           0
  4926.063  1.7867e+00  3.1710e-01           0           0
  4927.198  2.1919e+00  3.1315e-01           0           0
  4928.332  2.4828e+00  3.3264e-01           0           0
  4929.467  2.5992e+00  3.5449e-01           0           0
  4930.602  2.7004e+00  3.5143e-01           0           0
  4931.738  2.7536e+00  3.3992e-01           0           0
  4932.873  2.7665e+00  3.4524e-01           0           0
  4934.009  2.8233e+00  3.3353e-01           0           0
  4935.146  1.9512e+00  3.1251e-01           0           0
  4936.282  2.0419e+00  3.1346e-01           0           0
  4937.419  2.2858e+00  3.2781e-01           0           0
  4938.556  2.0963e+00  3.1735e-01           0           0
  4939.693  2.1249e+00  3.1229e-01           0           0
  4940.831  2.8157e+00  3.2774e-01           0           0
  4941.969  1.9119e+00  3.2766e-01           0           0
  4943.107  2.3887e+00  3.3472e-01           0           0
  4944.245  2.5538e+00  3.3192e-01           0           0
  4945.384  2.1262e+00  3.2383e-01           0           0
  4946.522  2.2269e+00  3.1329e-01           0           0
  4947.661  2.2096e+00  3.1794e-01           0           0
  4948.801  2.7861e+00  3.6566e-01           0      851968
  4949.940  2.1427e+00  3.5683e-01           0      851968
  4951.080  2.0616e+00  3.4859e-01           0      851968
  4952.221  2.5254e+00  3.4749e-01           0       65536
  4953.361  2.3008e+00  3.3435e-01           0           0
  4954.502  2.3035e+00  3.4781e-01           0           0
  4955.643  2.4831e+00  3.5711e-01           0           0
  4956.784  2.2152e+00  3.4068e-01           0           0
  4957.925  1.8298e+00  3.2708e-01           0           0
  4959.067  2.0847e+00  3.4538e-01           0           0
  4960.209  2.6613e+00  3.3317e-01           0           0
  4961.351  1.9502e+00  3.2225e-01           0           0
  4962.494  2.2919e+00  3.3747e-01           0           0
  4963.637  2.6213e+00  3.4093e-01           0           0
  4964.780  2.0847e+00  3.4447e-01           0           0
  4965.923  1.8731e+00  3.3245e-01           0           0
  4967.067  2.5717e+00  3.2253e-01           0           0
  4968.210  1.9374e+00  3.1460e-01           0           0
  4969.354  2.3732e+00  3.3523e-01           0           0
  4970.499  2.1642e+00  3.1631e-01           0           0
  4971.643  2.4469e+00  3.3577e-01           0           0
  4972.788  2.8284e+00  3.4673e-01           0           0
  4973.934  2.3440e+00  3.5077e-01           0           0
  4975.079  2.5088e+00  3.4723e-01           0           0
  4976.225  2.3272e+00  3.6007e-01           0           0
  4977.371  2.0022e+00  3.7078e-01           0           0
  4978.517  2.4139e+00  3.4379e-01           0           0
  4979.663  2.6065e+00  3.5923e-01           0           0
  4980.810  1.8924e+00  3.5744e-01           0           0
  4981.957  2.3993e+00  3.7864e-01           0           0
  4983.104  2.5991e+00  3.6465e-01           0           0
  4984.252  2.2063e+00  3.6829e-01           0           0
  4985.400  2.4195e+00  3.7142e-01           0           0
  4986.548  2.9132e+00  3.7759e-01           0           0
  4987.696  2.5209e+00  3.5698e-01           0           0
  4988.845  1.6992e+00  3.4467e-01           0           0
  4989.993  1.6893e+00  3.3712e-01           0           0
  4991.143  2.2632e+00  3.3799e-01           0           0
  4992.292  2.1527e+00  3.4113e-01           0           0
  4993.442  2.0994e+00  3.4527e-01           0           0
  4994.592  2.5236e+00  3.4108e-01           0           0
  4995.742  1.2740e+00  3.1256e-01           0           0
  4996.892  2.7116e+00  3.2889e-01           0           0
  4998.043  2.9335e+00  3.5966e-01           0    33554432
  4999.194  2.3418e+00  3.5155e-01           0    33554432
  5000.345  2.1734e+00  3.2771e-01           0           0
  5001.497  2.3393e+00  3.1286e-01           0           0
  5002.648  2.0878e+00  3.1785e-01           0           0
  5003.800  2.1689e+00  3.3310e-01           0           0
  5004.953  2.0500e+00  3.1143e-01           0           0
  5006.105  1.9084e+00  3.1285e-01           0           0
  5007.258  1.9024e+00  3.0884e-01           0           0
  5008.411  2.0437e+00  3.3015e-01           0    33554432
  5009.565  2.3479e+00  3.4228e-01           0    33554432
  5010.718  2.0283e+00  3.2426e-01           0           0
  5011.872  1.9716e+00  3.0929e-01           0           0
  5013.026  2.1731e+00  3.0669e-01           0           0
  5014.181  2.3808e+00  3.0812e-01           0           0
  5015.335  2.2540e+00  3.1188e-01           0           0
  5016.490  1.4837e+00  3.2406e-01           0           0
  5017.646  1.4761e+00  3.3509e-01           0           0
  5018.801  2.0376e+00  3.2004e-01           0           0
  5019.957  2.1286e+00  3.1155e-01           0           0
  5021.113  1.9351e+00  3.1772e-01           0           0
  5022.269  2.0997e+00  3.3157e-01           0           0
  5023.426  2.0998e+00  3.2303e-01           0           0
  5024.582  2.2859e+00  3.1613e-01           0           0
  5025.740  2.3879e+00  3.1590e-01           0           0
  5026.897  2.4573e+00  3.1396e-01           0           0
  5028.054  2.6407e+00  3.1557e-01           0           0
  5029.212  2.5591e+00  3.0846e-01           0           0
  5030.371  1.6023e+00  2.9719e-01           0           0
