# Mean_MJD=56660.209
# RMID=107 SOURCE_TYPE=RM_TILE2
# ZFINAL=2.238
# EPOCH= 1
# PLATE=7338 MJD=56660 FIBERID=0854
# Wave[vaccum]  Flux  Flux_Err  ANDMASK  ORMASK
# [Ang]         [10^(-17) erg/cm2/s/Ang]
  3566.974  1.1442e+01  0.0000e+00    88080384    88080384
  3567.796  1.1439e+01  0.0000e+00    88080384    88080384
  3568.617  1.1435e+01  0.0000e+00    88080384    88080384
  3569.439  1.1431e+01  0.0000e+00    88080384    88080384
  3570.261  1.1428e+01  0.0000e+00    88080384    88080384
  3571.083  1.1424e+01  0.0000e+00    88080384    88080384
  3571.906  1.1420e+01  0.0000e+00    88080384    88080384
  3572.728  1.1417e+01  0.0000e+00    88080384    88080384
  3573.551  1.1413e+01  0.0000e+00    88080384    88080384
  3574.374  1.1410e+01  0.0000e+00    88080384    88080384
  3575.197  1.1406e+01  0.0000e+00    88080384    88080384
  3576.020  1.1402e+01  0.0000e+00    88080384    88080384
  3576.844  1.1399e+01  0.0000e+00    88080384    88080384
  3577.668  1.1395e+01  0.0000e+00    88080384    88080384
  3578.491  1.1392e+01  0.0000e+00    88080384    88080384
  3579.315  1.1388e+01  0.0000e+00    88080384    88080384
  3580.140  1.1385e+01  0.0000e+00    88080384    88080384
  3580.964  1.1381e+01  0.0000e+00    88080384    88080384
  3581.789  1.1378e+01  0.0000e+00    88080384    88080384
  3582.614  1.1374e+01  0.0000e+00    88080384    88080384
  3583.439  1.1370e+01  0.0000e+00    88080384    88080384
  3584.264  1.1367e+01  0.0000e+00    88080384    88080384
  3585.089  1.1363e+01  0.0000e+00    88080384    88080384
  3585.915  1.1360e+01  0.0000e+00    88080384    88080384
  3586.741  1.1356e+01  0.0000e+00    88080384    88080384
  3587.567  1.1353e+01  0.0000e+00    88080384    88080384
  3588.393  1.1349e+01  0.0000e+00    88080384    88080384
  3589.219  1.1346e+01  0.0000e+00    88080384    88080384
  3590.046  1.1342e+01  0.0000e+00    88080384    88080384
  3590.872  1.1339e+01  0.0000e+00    88080384    88080384
  3591.699  1.1335e+01  0.0000e+00    88080384    88080384
  3592.526  1.1332e+01  0.0000e+00    88080384    88080384
  3593.354  1.1329e+01  0.0000e+00    88080384    88080384
  3594.181  1.1325e+01  0.0000e+00    88080384    88080384
  3595.009  1.1322e+01  0.0000e+00    88080384    88080384
  3595.837  1.1318e+01  0.0000e+00    88080384    88080384
  3596.665  1.1315e+01  0.0000e+00    88080384    88080384
  3597.493  1.1311e+01  0.0000e+00    88080384    88080384
  3598.322  1.1308e+01  0.0000e+00    88080384    88080384
  3599.150  1.1304e+01  0.0000e+00    88080384    88080384
  3599.979  1.1301e+01  0.0000e+00    88080384    88080384
  3600.808  1.1298e+01  0.0000e+00    88080384    88080384
  3601.637  1.1294e+01  0.0000e+00    88080384    88080384
  3602.467  1.1291e+01  0.0000e+00    88080384    88080384
  3603.296  1.1287e+01  0.0000e+00    88080384    88080384
  3604.126  1.1284e+01  0.0000e+00    88080384    88080384
  3604.956  1.1281e+01  0.0000e+00    88080384    88080384
  3605.786  1.1277e+01  0.0000e+00    88080384    88080384
  3606.617  1.1274e+01  0.0000e+00    88080384    88080384
  3607.447  1.1271e+01  0.0000e+00    88080384    88080384
  3608.278  1.1267e+01  0.0000e+00    88080384    88080384
  3609.109  1.1264e+01  0.0000e+00    88080384    88080384
  3609.940  1.1260e+01  0.0000e+00    88080384    88080384
  3610.771  1.1257e+01  0.0000e+00    16777216    88080384
  3611.603  1.1254e+01  0.0000e+00    16777216    88080384
  3612.434  1.1250e+01  4.1360e+00           0           0
  3613.266  1.8002e+00  4.1062e+00           0           0
  3614.098 -4.0999e+00  3.9101e+00           0           0
  3614.931 -6.9889e-01  3.8077e+00           0           0
  3615.763  5.1058e+00  3.9574e+00           0           0
  3616.596  1.0387e+01  3.9334e+00           0           0
  3617.429 -1.4986e+00  3.9213e+00           0           0
  3618.262  2.8912e+00  3.9616e+00           0      851968
  3619.095  1.7506e+00  3.8059e+00           0      851968
  3619.928  2.5415e+00  3.9178e+00           0      851968
  3620.762  6.6962e+00  3.8385e+00           0      851968
  3621.596 -3.0708e+00  3.7550e+00           0      851968
  3622.430  4.3816e+00  3.7642e+00           0           0
  3623.264  6.4402e+00  3.7915e+00           0           0
  3624.098  7.2181e+00  3.6392e+00           0           0
  3624.933  9.0604e+00  3.7522e+00           0           0
  3625.768  6.9473e+00  3.4642e+00           0           0
  3626.603 -4.4968e-01  3.2992e+00           0           0
  3627.438  2.7513e+00  3.2671e+00           0           0
  3628.273  7.4869e-01  3.2556e+00           0           0
  3629.109 -2.1539e+00  3.0690e+00           0           0
  3629.944 -3.3090e+00  2.9771e+00           0           0
  3630.780 -1.9918e+00  3.1420e+00           0           0
  3631.616  3.3132e+00  3.3145e+00           0           0
  3632.453  7.2677e+00  3.4469e+00           0           0
  3633.289  1.2319e+00  3.4947e+00           0    33554432
  3634.126  3.4970e+00  3.4788e+00           0    33554432
  3634.963  4.4671e+00  3.3114e+00           0           0
  3635.800 -1.5552e+00  3.1197e+00           0           0
  3636.637  2.1123e+00  3.0889e+00           0           0
  3637.475  2.8885e+00  3.0658e+00           0           0
  3638.312  2.2962e-01  2.9589e+00           0           0
  3639.150 -3.5225e+00  2.8493e+00           0           0
  3639.988 -1.6077e+00  2.8272e+00           0       65536
  3640.826  3.2040e+00  2.9194e+00           0       65536
  3641.665  6.7657e-01  2.9773e+00           0       65536
  3642.503  6.9349e+00  3.0466e+00           0       65536
  3643.342  3.8913e+00  2.9268e+00           0       65536
  3644.181 -1.4142e+00  2.7880e+00           0           0
  3645.021  1.2280e+00  2.7566e+00           0           0
  3645.860  4.4833e+00  2.6692e+00           0           0
  3646.699 -4.9318e+00  2.6286e+00           0           0
  3647.539  5.2975e+00  2.6863e+00           0           0
  3648.379  1.0165e+00  2.6991e+00           0           0
  3649.219  1.5778e+00  2.5854e+00           0           0
  3650.060  5.1980e+00  2.9302e+00           0           0
  3650.900  3.1171e+00  2.9307e+00           0           0
  3651.741  3.6948e+00  2.9296e+00           0           0
  3652.582  1.7173e+00  2.8260e+00           0           0
  3653.423  7.5178e-01  2.6203e+00           0           0
  3654.264 -6.4727e-01  2.6012e+00           0           0
  3655.106  7.8323e-01  2.6789e+00           0           0
  3655.948  3.4610e+00  2.6784e+00           0           0
  3656.790  6.3339e-02  2.6755e+00           0           0
  3657.632  4.9204e+00  2.6637e+00           0           0
  3658.474  1.4186e+00  2.5379e+00           0           0
  3659.317  6.9890e-01  2.3691e+00           0           0
  3660.159  2.5462e+00  2.5758e+00           0           0
  3661.002  1.4998e+00  2.4280e+00           0           0
  3661.845  1.5312e+00  2.5298e+00           0           0
  3662.688  2.7859e+00  2.6169e+00           0           0
  3663.532  1.9411e+00  2.6113e+00           0           0
  3664.376  3.6549e+00  2.6103e+00           0           0
  3665.219  3.6245e+00  2.5889e+00           0           0
  3666.063  1.4837e+00  2.4906e+00           0           0
  3666.908  6.1032e+00  2.4460e+00           0           0
  3667.752  9.5076e-01  2.3028e+00           0           0
  3668.597  9.6288e-01  2.2318e+00           0           0
  3669.442  1.1396e+00  2.2295e+00           0           0
  3670.287  1.7973e+00  2.2453e+00           0           0
  3671.132  5.1009e+00  2.3187e+00           0           0
  3671.977  6.1424e+00  2.3185e+00           0           0
  3672.823  7.1189e+00  2.3584e+00           0           0
  3673.669  3.7485e+00  2.2759e+00           0           0
  3674.515  4.7553e+00  2.2591e+00           0           0
  3675.361  5.1635e+00  2.3053e+00           0           0
  3676.207  5.0268e-01  2.0689e+00           0           0
  3677.054  1.4189e+00  2.0943e+00           0           0
  3677.901  1.8471e+00  2.1067e+00           0           0
  3678.747  1.4548e+00  2.0147e+00           0           0
  3679.595 -1.0499e+00  1.9630e+00           0           0
  3680.442 -1.4740e+00  1.9482e+00           0           0
  3681.290  2.3284e+00  2.0437e+00           0           0
  3682.137  3.9591e+00  2.1250e+00           0           0
  3682.985  3.4218e+00  2.0793e+00           0           0
  3683.833  1.6428e+00  2.0145e+00           0           0
  3684.682  1.4852e+00  1.9818e+00           0           0
  3685.530  9.4290e-01  1.9060e+00           0           0
  3686.379  3.1666e-01  1.8292e+00           0           0
  3687.228  4.8865e+00  1.9940e+00           0           0
  3688.077  2.2650e+00  1.8812e+00           0           0
  3688.926  5.6097e+00  1.9657e+00           0           0
  3689.776  4.8960e+00  1.9188e+00           0           0
  3690.625  2.4002e+00  1.8251e+00           0           0
  3691.475  4.0057e+00  1.8420e+00           0           0
  3692.325  2.0144e+00  1.8372e+00           0           0
  3693.176  4.7538e+00  1.9180e+00           0           0
  3694.026  3.2065e+00  1.9107e+00           0           0
  3694.877  1.7935e+00  1.8214e+00           0           0
  3695.728  1.6414e+00  1.7675e+00           0           0
  3696.579  2.3129e+00  1.7613e+00           0           0
  3697.430  6.8251e+00  1.8732e+00           0           0
  3698.282  4.5502e+00  1.8934e+00           0           0
  3699.133  4.9387e+00  1.9468e+00           0           0
  3699.985  3.3106e+00  1.9089e+00           0           0
