# Mean_MJD=56660.209
# RMID=089 SOURCE_TYPE=RM_TILE2
# ZFINAL=1.214
# EPOCH= 1
# PLATE=7338 MJD=56660 FIBERID=0845
# Wave[vaccum]  Flux  Flux_Err  ANDMASK  ORMASK
# [Ang]         [10^(-17) erg/cm2/s/Ang]
  3566.974  1.5318e+00  0.0000e+00    88080384    88080384
  3567.796  1.5314e+00  0.0000e+00    88080384    88080384
  3568.617  1.5309e+00  0.0000e+00    88080384    88080384
  3569.439  1.5304e+00  0.0000e+00    88080384    88080384
  3570.261  1.5299e+00  0.0000e+00    88080384    88080384
  3571.083  1.5294e+00  0.0000e+00    88080384    88080384
  3571.906  1.5289e+00  0.0000e+00    88080384    88080384
  3572.728  1.5284e+00  0.0000e+00    88080384    88080384
  3573.551  1.5280e+00  0.0000e+00    88080384    88080384
  3574.374  1.5275e+00  0.0000e+00    88080384    88080384
  3575.197  1.5270e+00  0.0000e+00    88080384    88080384
  3576.020  1.5265e+00  0.0000e+00    88080384    88080384
  3576.844  1.5260e+00  0.0000e+00    88080384    88080384
  3577.668  1.5256e+00  0.0000e+00    88080384    88080384
  3578.491  1.5251e+00  0.0000e+00    88080384    88080384
  3579.315  1.5246e+00  0.0000e+00    88080384    88080384
  3580.140  1.5241e+00  0.0000e+00    88080384    88080384
  3580.964  1.5236e+00  0.0000e+00    88080384    88080384
  3581.789  1.5232e+00  0.0000e+00    88080384    88080384
  3582.614  1.5227e+00  0.0000e+00    88080384    88080384
  3583.439  1.5222e+00  0.0000e+00    88080384    88080384
  3584.264  1.5218e+00  0.0000e+00    88080384    88080384
  3585.089  1.5213e+00  0.0000e+00    88080384    88080384
  3585.915  1.5208e+00  0.0000e+00    88080384    88080384
  3586.741  1.5203e+00  0.0000e+00    88080384    88080384
  3587.567  1.5199e+00  0.0000e+00    88080384    88080384
  3588.393  1.5194e+00  0.0000e+00    88080384    88080384
  3589.219  1.5189e+00  0.0000e+00    88080384    88080384
  3590.046  1.5185e+00  0.0000e+00    88080384    88080384
  3590.872  1.5180e+00  0.0000e+00    88080384    88080384
  3591.699  1.5175e+00  0.0000e+00    88080384    88080384
  3592.526  1.5171e+00  0.0000e+00    88080384    88080384
  3593.354  1.5166e+00  0.0000e+00    88080384    88080384
  3594.181  1.5161e+00  0.0000e+00    88080384    88080384
  3595.009  1.5157e+00  0.0000e+00    88080384    88080384
  3595.837  1.5152e+00  0.0000e+00    88080384    88080384
  3596.665  1.5148e+00  0.0000e+00    88080384    88080384
  3597.493  1.5143e+00  0.0000e+00    88080384    88080384
  3598.322  1.5138e+00  0.0000e+00    88080384    88080384
  3599.150  1.5134e+00  0.0000e+00    88080384    88080384
  3599.979  1.5129e+00  0.0000e+00    88080384    88080384
  3600.808  1.5125e+00  0.0000e+00    88080384    88080384
  3601.637  1.5120e+00  0.0000e+00    88080384    88080384
  3602.467  1.5116e+00  0.0000e+00    88080384    88080384
